sample_id	group	workflow	name	count	level	classification_status
marine_sample_8	marine	MetaWRAP	p__Actinomycetota	1	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Bacillota	4	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Bacteroidota	7	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Bacteroidota_A	1	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Campylobacterota	1	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Cyanobacteriota	1	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Deinococcota	1	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Desulfobacterota	4	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Desulfobacterota_I	3	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Halobacteriota	1	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Methanobacteriota_B	1	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Pseudomonadota	26	phylum	classified
marine_sample_8	marine	MetaWRAP	p__Thermoproteota	2	phylum	classified
marine_sample_8	marine	MetaflowX	p__Actinomycetota	2	phylum	classified
marine_sample_8	marine	MetaflowX	p__Bacillota	4	phylum	classified
marine_sample_8	marine	MetaflowX	p__Bacteroidota	8	phylum	classified
marine_sample_8	marine	MetaflowX	p__Bacteroidota_A	1	phylum	classified
marine_sample_8	marine	MetaflowX	p__Campylobacterota	1	phylum	classified
marine_sample_8	marine	MetaflowX	p__Cyanobacteriota	1	phylum	classified
marine_sample_8	marine	MetaflowX	p__Deinococcota	1	phylum	classified
marine_sample_8	marine	MetaflowX	p__Desulfobacterota	3	phylum	classified
marine_sample_8	marine	MetaflowX	p__Desulfobacterota_I	2	phylum	classified
marine_sample_8	marine	MetaflowX	p__Halobacteriota	1	phylum	classified
marine_sample_8	marine	MetaflowX	p__Methanobacteriota_B	1	phylum	classified
marine_sample_8	marine	MetaflowX	p__Pseudomonadota	34	phylum	classified
marine_sample_8	marine	MetaflowX	p__Thermoproteota	1	phylum	classified
marine_sample_8	marine	MetaflowX	p__Thermotogota	1	phylum	classified
marine_sample_8	marine	nf-mag	p__Actinomycetota	1	phylum	classified
marine_sample_8	marine	nf-mag	p__Bacillota	3	phylum	classified
marine_sample_8	marine	nf-mag	p__Bacteroidota	10	phylum	classified
marine_sample_8	marine	nf-mag	p__Bacteroidota_A	1	phylum	classified
marine_sample_8	marine	nf-mag	p__Campylobacterota	1	phylum	classified
marine_sample_8	marine	nf-mag	p__Cyanobacteriota	1	phylum	classified
marine_sample_8	marine	nf-mag	p__Deinococcota	1	phylum	classified
marine_sample_8	marine	nf-mag	p__Desulfobacterota	3	phylum	classified
marine_sample_8	marine	nf-mag	p__Desulfobacterota_I	2	phylum	classified
marine_sample_8	marine	nf-mag	p__Halobacteriota	1	phylum	classified
marine_sample_8	marine	nf-mag	p__Methanobacteriota_B	1	phylum	classified
marine_sample_8	marine	nf-mag	p__Nanobdellota	1	phylum	classified
marine_sample_8	marine	nf-mag	p__Pseudomonadota	36	phylum	classified
marine_sample_8	marine	nf-mag	p__Thermoproteota	2	phylum	classified
marine_sample_8	marine	nf-mag	p__Thermotogota	1	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Actinomycetota	4	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Bacillota	4	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Bacteroidota	8	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Bacteroidota_A	2	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Campylobacterota	1	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Cyanobacteriota	1	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Desulfobacterota	7	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Desulfobacterota_I	2	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Halobacteriota	2	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Methanobacteriota	1	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Methanobacteriota_B	2	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Pseudomonadota	24	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Spirochaetota	1	phylum	classified
marine_sample_9	marine	MetaWRAP	p__Thermoproteota	2	phylum	classified
marine_sample_9	marine	MetaflowX	p__Actinomycetota	4	phylum	classified
marine_sample_9	marine	MetaflowX	p__Bacillota	4	phylum	classified
marine_sample_9	marine	MetaflowX	p__Bacteroidota	9	phylum	classified
marine_sample_9	marine	MetaflowX	p__Bacteroidota_A	2	phylum	classified
marine_sample_9	marine	MetaflowX	p__Campylobacterota	1	phylum	classified
marine_sample_9	marine	MetaflowX	p__Cyanobacteriota	1	phylum	classified
marine_sample_9	marine	MetaflowX	p__Desulfobacterota	7	phylum	classified
marine_sample_9	marine	MetaflowX	p__Desulfobacterota_I	2	phylum	classified
marine_sample_9	marine	MetaflowX	p__Halobacteriota	2	phylum	classified
marine_sample_9	marine	MetaflowX	p__Methanobacteriota_B	2	phylum	classified
marine_sample_9	marine	MetaflowX	p__Pseudomonadota	33	phylum	classified
marine_sample_9	marine	MetaflowX	p__Spirochaetota	1	phylum	classified
marine_sample_9	marine	MetaflowX	p__Thermoproteota	2	phylum	classified
marine_sample_9	marine	nf-mag	p__Actinomycetota	4	phylum	classified
marine_sample_9	marine	nf-mag	p__Bacillota	4	phylum	classified
marine_sample_9	marine	nf-mag	p__Bacteroidota	10	phylum	classified
marine_sample_9	marine	nf-mag	p__Bacteroidota_A	2	phylum	classified
marine_sample_9	marine	nf-mag	p__Campylobacterota	1	phylum	classified
marine_sample_9	marine	nf-mag	p__Cyanobacteriota	1	phylum	classified
marine_sample_9	marine	nf-mag	p__Desulfobacterota	7	phylum	classified
marine_sample_9	marine	nf-mag	p__Desulfobacterota_I	2	phylum	classified
marine_sample_9	marine	nf-mag	p__Halobacteriota	1	phylum	classified
marine_sample_9	marine	nf-mag	p__Methanobacteriota_B	2	phylum	classified
marine_sample_9	marine	nf-mag	p__Pseudomonadota	35	phylum	classified
marine_sample_9	marine	nf-mag	p__Spirochaetota	1	phylum	classified
marine_sample_9	marine	nf-mag	p__Thermoproteota	2	phylum	classified
HMP_sample_0	HMP	MetaWRAP	c__Actinomycetes	2	class	classified
HMP_sample_0	HMP	MetaWRAP	c__Bacteroidia	3	class	classified
HMP_sample_0	HMP	MetaWRAP	c__Clostridia	4	class	classified
HMP_sample_0	HMP	MetaWRAP	c__Coriobacteriia	1	class	classified
HMP_sample_0	HMP	MetaWRAP	c__Desulfitobacteriia	1	class	classified
HMP_sample_0	HMP	MetaWRAP	c__Desulfovibrionia	1	class	classified
HMP_sample_0	HMP	MetaWRAP	c__Gammaproteobacteria	3	class	classified
HMP_sample_0	HMP	MetaWRAP	c__Negativicutes	1	class	classified
HMP_sample_0	HMP	MetaWRAP	c__Verrucomicrobiia	1	class	classified
HMP_sample_0	HMP	MetaflowX	c__Actinomycetes	2	class	classified
HMP_sample_0	HMP	MetaflowX	c__Bacteroidia	4	class	classified
HMP_sample_0	HMP	MetaflowX	c__Clostridia	9	class	classified
HMP_sample_0	HMP	MetaflowX	c__Coriobacteriia	1	class	classified
HMP_sample_0	HMP	MetaflowX	c__Desulfitobacteriia	1	class	classified
HMP_sample_0	HMP	MetaflowX	c__Desulfovibrionia	2	class	classified
HMP_sample_0	HMP	MetaflowX	c__Gammaproteobacteria	7	class	classified
HMP_sample_0	HMP	MetaflowX	c__Negativicutes	1	class	classified
HMP_sample_0	HMP	MetaflowX	c__Verrucomicrobiia	1	class	classified
HMP_sample_0	HMP	nf-mag	c__Actinomycetes	1	class	classified
HMP_sample_0	HMP	nf-mag	c__Bacteroidia	5	class	classified
HMP_sample_0	HMP	nf-mag	c__Clostridia	9	class	classified
HMP_sample_0	HMP	nf-mag	c__Coriobacteriia	1	class	classified
HMP_sample_0	HMP	nf-mag	c__Desulfovibrionia	1	class	classified
HMP_sample_0	HMP	nf-mag	c__Gammaproteobacteria	7	class	classified
HMP_sample_0	HMP	nf-mag	c__Negativicutes	1	class	classified
HMP_sample_0	HMP	nf-mag	c__Verrucomicrobiia	1	class	classified
HMP_sample_1	HMP	MetaWRAP	c__Actinomycetes	1	class	classified
HMP_sample_1	HMP	MetaWRAP	c__Bacilli	1	class	classified
HMP_sample_1	HMP	MetaWRAP	c__Bacteroidia	7	class	classified
HMP_sample_1	HMP	MetaWRAP	c__Clostridia	8	class	classified
HMP_sample_1	HMP	MetaWRAP	c__Gammaproteobacteria	4	class	classified
HMP_sample_1	HMP	MetaWRAP	c__Verrucomicrobiia	1	class	classified
HMP_sample_1	HMP	MetaflowX	c__Actinomycetes	1	class	classified
HMP_sample_1	HMP	MetaflowX	c__Bacilli	1	class	classified
HMP_sample_1	HMP	MetaflowX	c__Bacteroidia	6	class	classified
HMP_sample_1	HMP	MetaflowX	c__Clostridia	15	class	classified
HMP_sample_1	HMP	MetaflowX	c__Gammaproteobacteria	6	class	classified
HMP_sample_1	HMP	MetaflowX	c__Verrucomicrobiia	1	class	classified
HMP_sample_1	HMP	nf-mag	c__Actinomycetes	1	class	classified
HMP_sample_1	HMP	nf-mag	c__Bacilli	1	class	classified
HMP_sample_1	HMP	nf-mag	c__Bacteroidia	7	class	classified
HMP_sample_1	HMP	nf-mag	c__Clostridia	18	class	classified
HMP_sample_1	HMP	nf-mag	c__Gammaproteobacteria	6	class	classified
HMP_sample_1	HMP	nf-mag	c__Verrucomicrobiia	1	class	classified
HMP_sample_2	HMP	MetaWRAP	c__Bacteroidia	2	class	classified
HMP_sample_2	HMP	MetaWRAP	c__Clostridia	7	class	classified
HMP_sample_2	HMP	MetaWRAP	c__Desulfovibrionia	1	class	classified
HMP_sample_2	HMP	MetaWRAP	c__Gammaproteobacteria	1	class	classified
HMP_sample_2	HMP	MetaflowX	c__Bacteroidia	4	class	classified
HMP_sample_2	HMP	MetaflowX	c__Clostridia	13	class	classified
HMP_sample_2	HMP	MetaflowX	c__Desulfovibrionia	1	class	classified
HMP_sample_2	HMP	MetaflowX	c__Gammaproteobacteria	2	class	classified
HMP_sample_2	HMP	nf-mag	c__Bacteroidia	5	class	classified
HMP_sample_2	HMP	nf-mag	c__Clostridia	14	class	classified
HMP_sample_2	HMP	nf-mag	c__Desulfovibrionia	1	class	classified
HMP_sample_2	HMP	nf-mag	c__Gammaproteobacteria	2	class	classified
HMP_sample_3	HMP	MetaWRAP	c__Actinomycetes	3	class	classified
HMP_sample_3	HMP	MetaWRAP	c__Bacilli	5	class	classified
HMP_sample_3	HMP	MetaWRAP	c__Bacteroidia	5	class	classified
HMP_sample_3	HMP	MetaWRAP	c__Clostridia	6	class	classified
HMP_sample_3	HMP	MetaWRAP	c__Coriobacteriia	1	class	classified
HMP_sample_3	HMP	MetaWRAP	c__Desulfovibrionia	1	class	classified
HMP_sample_3	HMP	MetaWRAP	c__Gammaproteobacteria	5	class	classified
HMP_sample_3	HMP	MetaWRAP	c__Negativicutes	1	class	classified
HMP_sample_3	HMP	MetaflowX	c__Actinomycetes	3	class	classified
HMP_sample_3	HMP	MetaflowX	c__Bacilli	6	class	classified
HMP_sample_3	HMP	MetaflowX	c__Bacteroidia	7	class	classified
HMP_sample_3	HMP	MetaflowX	c__Clostridia	13	class	classified
HMP_sample_3	HMP	MetaflowX	c__Coriobacteriia	1	class	classified
HMP_sample_3	HMP	MetaflowX	c__Desulfovibrionia	1	class	classified
HMP_sample_3	HMP	MetaflowX	c__Gammaproteobacteria	5	class	classified
HMP_sample_3	HMP	MetaflowX	c__Negativicutes	1	class	classified
HMP_sample_3	HMP	nf-mag	c__Actinomycetes	3	class	classified
HMP_sample_3	HMP	nf-mag	c__Bacilli	6	class	classified
HMP_sample_3	HMP	nf-mag	c__Bacteroidia	7	class	classified
HMP_sample_3	HMP	nf-mag	c__Clostridia	13	class	classified
HMP_sample_3	HMP	nf-mag	c__Coriobacteriia	1	class	classified
HMP_sample_3	HMP	nf-mag	c__Desulfovibrionia	1	class	classified
HMP_sample_3	HMP	nf-mag	c__Gammaproteobacteria	5	class	classified
HMP_sample_3	HMP	nf-mag	c__Negativicutes	1	class	classified
HMP_sample_4	HMP	MetaWRAP	c__Actinomycetes	4	class	classified
HMP_sample_4	HMP	MetaWRAP	c__Bacilli	3	class	classified
HMP_sample_4	HMP	MetaWRAP	c__Bacteroidia	1	class	classified
HMP_sample_4	HMP	MetaWRAP	c__Clostridia	11	class	classified
HMP_sample_4	HMP	MetaWRAP	c__Coriobacteriia	1	class	classified
HMP_sample_4	HMP	MetaWRAP	c__Desulfovibrionia	2	class	classified
HMP_sample_4	HMP	MetaWRAP	c__Gammaproteobacteria	3	class	classified
HMP_sample_4	HMP	MetaWRAP	c__Negativicutes	1	class	classified
HMP_sample_4	HMP	MetaWRAP	c__Verrucomicrobiia	3	class	classified
HMP_sample_4	HMP	MetaflowX	c__Actinomycetes	4	class	classified
HMP_sample_4	HMP	MetaflowX	c__Bacilli	3	class	classified
HMP_sample_4	HMP	MetaflowX	c__Bacteroidia	1	class	classified
HMP_sample_4	HMP	MetaflowX	c__Clostridia	20	class	classified
HMP_sample_4	HMP	MetaflowX	c__Coriobacteriia	1	class	classified
HMP_sample_4	HMP	MetaflowX	c__Desulfovibrionia	2	class	classified
HMP_sample_4	HMP	MetaflowX	c__Gammaproteobacteria	4	class	classified
HMP_sample_4	HMP	MetaflowX	c__Negativicutes	1	class	classified
HMP_sample_4	HMP	MetaflowX	c__Verrucomicrobiia	2	class	classified
HMP_sample_4	HMP	nf-mag	c__Actinomycetes	4	class	classified
HMP_sample_4	HMP	nf-mag	c__Bacilli	3	class	classified
HMP_sample_4	HMP	nf-mag	c__Bacteroidia	1	class	classified
HMP_sample_4	HMP	nf-mag	c__Clostridia	18	class	classified
HMP_sample_4	HMP	nf-mag	c__Coriobacteriia	1	class	classified
HMP_sample_4	HMP	nf-mag	c__Desulfovibrionia	2	class	classified
HMP_sample_4	HMP	nf-mag	c__Gammaproteobacteria	4	class	classified
HMP_sample_4	HMP	nf-mag	c__Negativicutes	1	class	classified
HMP_sample_4	HMP	nf-mag	c__Verrucomicrobiia	3	class	classified
HMP_sample_5	HMP	MetaWRAP	c__Bacteroidia	3	class	classified
HMP_sample_5	HMP	MetaWRAP	c__Clostridia	6	class	classified
HMP_sample_5	HMP	MetaWRAP	c__Gammaproteobacteria	4	class	classified
HMP_sample_5	HMP	MetaWRAP	c__Verrucomicrobiia	1	class	classified
HMP_sample_5	HMP	MetaflowX	c__Bacteroidia	3	class	classified
HMP_sample_5	HMP	MetaflowX	c__Clostridia	10	class	classified
HMP_sample_5	HMP	MetaflowX	c__Gammaproteobacteria	4	class	classified
HMP_sample_5	HMP	MetaflowX	c__Verrucomicrobiia	1	class	classified
HMP_sample_5	HMP	nf-mag	c__Bacteroidia	3	class	classified
HMP_sample_5	HMP	nf-mag	c__Clostridia	10	class	classified
HMP_sample_5	HMP	nf-mag	c__Gammaproteobacteria	4	class	classified
HMP_sample_5	HMP	nf-mag	c__Verrucomicrobiia	1	class	classified
HMP_sample_6	HMP	MetaWRAP	c__Actinomycetes	2	class	classified
HMP_sample_6	HMP	MetaWRAP	c__Bacilli	7	class	classified
HMP_sample_6	HMP	MetaWRAP	c__Bacteroidia	10	class	classified
HMP_sample_6	HMP	MetaWRAP	c__Clostridia	2	class	classified
HMP_sample_6	HMP	MetaWRAP	c__Gammaproteobacteria	6	class	classified
HMP_sample_6	HMP	MetaWRAP	c__Negativicutes	1	class	classified
HMP_sample_6	HMP	MetaflowX	c__Actinomycetes	2	class	classified
HMP_sample_6	HMP	MetaflowX	c__Bacilli	13	class	classified
HMP_sample_6	HMP	MetaflowX	c__Bacteroidia	10	class	classified
HMP_sample_6	HMP	MetaflowX	c__Campylobacteria	1	class	classified
HMP_sample_6	HMP	MetaflowX	c__Clostridia	2	class	classified
HMP_sample_6	HMP	MetaflowX	c__Gammaproteobacteria	10	class	classified
HMP_sample_6	HMP	MetaflowX	c__Negativicutes	1	class	classified
HMP_sample_6	HMP	nf-mag	c__Actinomycetes	2	class	classified
HMP_sample_6	HMP	nf-mag	c__Bacilli	14	class	classified
HMP_sample_6	HMP	nf-mag	c__Bacteroidia	10	class	classified
HMP_sample_6	HMP	nf-mag	c__Campylobacteria	2	class	classified
HMP_sample_6	HMP	nf-mag	c__Clostridia	2	class	classified
HMP_sample_6	HMP	nf-mag	c__Gammaproteobacteria	9	class	classified
HMP_sample_6	HMP	nf-mag	c__Negativicutes	1	class	classified
HMP_sample_7	HMP	MetaWRAP	c__Actinomycetes	2	class	classified
HMP_sample_7	HMP	MetaWRAP	c__Bacilli	10	class	classified
HMP_sample_7	HMP	MetaWRAP	c__Gammaproteobacteria	3	class	classified
HMP_sample_7	HMP	MetaflowX	c__Actinomycetes	2	class	classified
HMP_sample_7	HMP	MetaflowX	c__Bacilli	14	class	classified
HMP_sample_7	HMP	MetaflowX	c__Gammaproteobacteria	4	class	classified
HMP_sample_7	HMP	nf-mag	c__Actinomycetes	2	class	classified
HMP_sample_7	HMP	nf-mag	c__Bacilli	16	class	classified
HMP_sample_7	HMP	nf-mag	c__Gammaproteobacteria	2	class	classified
HMP_sample_8	HMP	MetaWRAP	c__Actinomycetes	1	class	classified
HMP_sample_8	HMP	MetaWRAP	c__Bacilli	9	class	classified
HMP_sample_8	HMP	MetaWRAP	c__Campylobacteria	2	class	classified
HMP_sample_8	HMP	MetaWRAP	c__Gammaproteobacteria	5	class	classified
HMP_sample_8	HMP	MetaflowX	c__Actinomycetes	1	class	classified
HMP_sample_8	HMP	MetaflowX	c__Bacilli	14	class	classified
HMP_sample_8	HMP	MetaflowX	c__Campylobacteria	4	class	classified
HMP_sample_8	HMP	MetaflowX	c__Gammaproteobacteria	5	class	classified
HMP_sample_8	HMP	nf-mag	c__Actinomycetes	1	class	classified
HMP_sample_8	HMP	nf-mag	c__Bacilli	10	class	classified
HMP_sample_8	HMP	nf-mag	c__Campylobacteria	3	class	classified
HMP_sample_8	HMP	nf-mag	c__Gammaproteobacteria	6	class	classified
HMP_sample_9	HMP	MetaWRAP	c__Actinomycetes	2	class	classified
HMP_sample_9	HMP	MetaWRAP	c__Bacteroidia	2	class	classified
HMP_sample_9	HMP	MetaWRAP	c__Clostridia	11	class	classified
HMP_sample_9	HMP	MetaWRAP	c__Coriobacteriia	5	class	classified
HMP_sample_9	HMP	MetaWRAP	c__Negativicutes	2	class	classified
HMP_sample_9	HMP	MetaflowX	c__Actinomycetes	2	class	classified
HMP_sample_9	HMP	MetaflowX	c__Bacteroidia	2	class	classified
HMP_sample_9	HMP	MetaflowX	c__Clostridia	24	class	classified
HMP_sample_9	HMP	MetaflowX	c__Coriobacteriia	5	class	classified
HMP_sample_9	HMP	MetaflowX	c__Negativicutes	2	class	classified
HMP_sample_9	HMP	nf-mag	c__Actinomycetes	2	class	classified
HMP_sample_9	HMP	nf-mag	c__Bacteroidia	2	class	classified
HMP_sample_9	HMP	nf-mag	c__Clostridia	17	class	classified
HMP_sample_9	HMP	nf-mag	c__Coriobacteriia	4	class	classified
HMP_sample_9	HMP	nf-mag	c__Negativicutes	2	class	classified
MG_sample_0	MG	MetaWRAP	c__Bacilli	7	class	classified
MG_sample_0	MG	MetaWRAP	c__Bacteroidia	1	class	classified
MG_sample_0	MG	MetaWRAP	c__Clostridia	7	class	classified
MG_sample_0	MG	MetaWRAP	c__Coriobacteriia	1	class	classified
MG_sample_0	MG	MetaflowX	c__Bacilli	8	class	classified
MG_sample_0	MG	MetaflowX	c__Bacteroidia	1	class	classified
MG_sample_0	MG	MetaflowX	c__Clostridia	7	class	classified
MG_sample_0	MG	MetaflowX	c__Coriobacteriia	1	class	classified
MG_sample_0	MG	nf-mag	c__Bacilli	7	class	classified
MG_sample_0	MG	nf-mag	c__Bacteroidia	1	class	classified
MG_sample_0	MG	nf-mag	c__Clostridia	7	class	classified
MG_sample_0	MG	nf-mag	c__Coriobacteriia	1	class	classified
MG_sample_1	MG	MetaWRAP	c__Bacilli	5	class	classified
MG_sample_1	MG	MetaWRAP	c__Bacteroidia	3	class	classified
MG_sample_1	MG	MetaWRAP	c__Clostridia	15	class	classified
MG_sample_1	MG	MetaflowX	c__Bacilli	5	class	classified
MG_sample_1	MG	MetaflowX	c__Bacteroidia	3	class	classified
MG_sample_1	MG	MetaflowX	c__Clostridia	16	class	classified
MG_sample_1	MG	nf-mag	c__Bacilli	5	class	classified
MG_sample_1	MG	nf-mag	c__Bacteroidia	2	class	classified
MG_sample_1	MG	nf-mag	c__Clostridia	16	class	classified
MG_sample_10	MG	MetaWRAP	c__Bacilli	18	class	classified
MG_sample_10	MG	MetaWRAP	c__Bacteroidia	1	class	classified
MG_sample_10	MG	MetaWRAP	c__Clostridia	12	class	classified
MG_sample_10	MG	MetaWRAP	c__Coriobacteriia	1	class	classified
MG_sample_10	MG	MetaWRAP	c__Verrucomicrobiia	1	class	classified
MG_sample_10	MG	MetaflowX	c__Bacilli	19	class	classified
MG_sample_10	MG	MetaflowX	c__Bacteroidia	1	class	classified
MG_sample_10	MG	MetaflowX	c__Clostridia	13	class	classified
MG_sample_10	MG	MetaflowX	c__Coriobacteriia	1	class	classified
MG_sample_10	MG	MetaflowX	c__Verrucomicrobiia	1	class	classified
MG_sample_10	MG	nf-mag	c__Bacilli	18	class	classified
MG_sample_10	MG	nf-mag	c__Bacteroidia	1	class	classified
MG_sample_10	MG	nf-mag	c__Clostridia	12	class	classified
MG_sample_10	MG	nf-mag	c__Coriobacteriia	1	class	classified
MG_sample_10	MG	nf-mag	c__Verrucomicrobiia	1	class	classified
MG_sample_11	MG	MetaWRAP	c__Bacilli	5	class	classified
MG_sample_11	MG	MetaWRAP	c__Bacteroidia	4	class	classified
MG_sample_11	MG	MetaWRAP	c__Clostridia	30	class	classified
MG_sample_11	MG	MetaWRAP	c__Coriobacteriia	1	class	classified
MG_sample_11	MG	MetaflowX	c__Bacilli	5	class	classified
MG_sample_11	MG	MetaflowX	c__Bacteroidia	4	class	classified
MG_sample_11	MG	MetaflowX	c__Clostridia	33	class	classified
MG_sample_11	MG	MetaflowX	c__Coriobacteriia	1	class	classified
MG_sample_11	MG	nf-mag	c__Bacilli	5	class	classified
MG_sample_11	MG	nf-mag	c__Bacteroidia	4	class	classified
MG_sample_11	MG	nf-mag	c__Clostridia	36	class	classified
MG_sample_11	MG	nf-mag	c__Coriobacteriia	1	class	classified
MG_sample_2	MG	MetaWRAP	c__Bacilli	13	class	classified
MG_sample_2	MG	MetaWRAP	c__Bacteroidia	6	class	classified
MG_sample_2	MG	MetaWRAP	c__Clostridia	3	class	classified
MG_sample_2	MG	MetaWRAP	c__Coriobacteriia	4	class	classified
MG_sample_2	MG	MetaWRAP	c__Desulfovibrionia	1	class	classified
MG_sample_2	MG	MetaWRAP	c__Thermotogae	1	class	classified
MG_sample_2	MG	MetaWRAP	c__Verrucomicrobiia	1	class	classified
MG_sample_2	MG	MetaflowX	c__Bacilli	13	class	classified
MG_sample_2	MG	MetaflowX	c__Bacteroidia	6	class	classified
MG_sample_2	MG	MetaflowX	c__Clostridia	3	class	classified
MG_sample_2	MG	MetaflowX	c__Coriobacteriia	4	class	classified
MG_sample_2	MG	MetaflowX	c__Desulfovibrionia	1	class	classified
MG_sample_2	MG	MetaflowX	c__Thermotogae	1	class	classified
MG_sample_2	MG	MetaflowX	c__Verrucomicrobiia	1	class	classified
MG_sample_2	MG	nf-mag	c__Bacilli	8	class	classified
MG_sample_2	MG	nf-mag	c__Bacteroidia	5	class	classified
MG_sample_2	MG	nf-mag	c__Clostridia	3	class	classified
MG_sample_2	MG	nf-mag	c__Coriobacteriia	4	class	classified
MG_sample_2	MG	nf-mag	c__Desulfovibrionia	1	class	classified
MG_sample_2	MG	nf-mag	c__Thermotogae	1	class	classified
MG_sample_2	MG	nf-mag	c__Verrucomicrobiia	1	class	classified
MG_sample_5	MG	MetaWRAP	c__Alphaproteobacteria	1	class	classified
MG_sample_5	MG	MetaWRAP	c__Bacilli	4	class	classified
MG_sample_5	MG	MetaWRAP	c__Bacteroidia	8	class	classified
MG_sample_5	MG	MetaWRAP	c__Bdellovibrionia	2	class	classified
MG_sample_5	MG	MetaWRAP	c__Clostridia	14	class	classified
MG_sample_5	MG	MetaWRAP	c__Desulfovibrionia	1	class	classified
MG_sample_5	MG	MetaflowX	c__Alphaproteobacteria	1	class	classified
MG_sample_5	MG	MetaflowX	c__Bacilli	3	class	classified
MG_sample_5	MG	MetaflowX	c__Bacteroidia	9	class	classified
MG_sample_5	MG	MetaflowX	c__Bdellovibrionia	2	class	classified
MG_sample_5	MG	MetaflowX	c__Clostridia	14	class	classified
MG_sample_5	MG	MetaflowX	c__Desulfovibrionia	1	class	classified
MG_sample_5	MG	nf-mag	c__Alphaproteobacteria	1	class	classified
MG_sample_5	MG	nf-mag	c__Bacilli	4	class	classified
MG_sample_5	MG	nf-mag	c__Bacteroidia	9	class	classified
MG_sample_5	MG	nf-mag	c__Bdellovibrionia	2	class	classified
MG_sample_5	MG	nf-mag	c__Clostridia	12	class	classified
MG_sample_5	MG	nf-mag	c__Desulfovibrionia	1	class	classified
MG_sample_6	MG	MetaWRAP	c__Alphaproteobacteria	1	class	classified
MG_sample_6	MG	MetaWRAP	c__Bacilli	2	class	classified
MG_sample_6	MG	MetaWRAP	c__Bacteroidia	14	class	classified
MG_sample_6	MG	MetaWRAP	c__Bdellovibrionia	2	class	classified
MG_sample_6	MG	MetaWRAP	c__Clostridia	13	class	classified
MG_sample_6	MG	MetaWRAP	c__Desulfovibrionia	1	class	classified
MG_sample_6	MG	MetaflowX	c__Alphaproteobacteria	1	class	classified
MG_sample_6	MG	MetaflowX	c__Bacilli	4	class	classified
MG_sample_6	MG	MetaflowX	c__Bacteroidia	14	class	classified
MG_sample_6	MG	MetaflowX	c__Bdellovibrionia	2	class	classified
MG_sample_6	MG	MetaflowX	c__Clostridia	13	class	classified
MG_sample_6	MG	MetaflowX	c__Desulfovibrionia	1	class	classified
MG_sample_6	MG	nf-mag	c__Alphaproteobacteria	1	class	classified
MG_sample_6	MG	nf-mag	c__Bacilli	4	class	classified
MG_sample_6	MG	nf-mag	c__Bacteroidia	16	class	classified
MG_sample_6	MG	nf-mag	c__Bdellovibrionia	2	class	classified
MG_sample_6	MG	nf-mag	c__Clostridia	13	class	classified
MG_sample_6	MG	nf-mag	c__Desulfovibrionia	1	class	classified
MG_sample_7	MG	MetaWRAP	c__Alphaproteobacteria	1	class	classified
MG_sample_7	MG	MetaWRAP	c__Bacilli	14	class	classified
MG_sample_7	MG	MetaWRAP	c__Bacteroidia	6	class	classified
MG_sample_7	MG	MetaWRAP	c__Bdellovibrionia	1	class	classified
MG_sample_7	MG	MetaWRAP	c__Clostridia	4	class	classified
MG_sample_7	MG	MetaWRAP	c__Verrucomicrobiia	1	class	classified
MG_sample_7	MG	MetaflowX	c__Alphaproteobacteria	1	class	classified
MG_sample_7	MG	MetaflowX	c__Bacilli	12	class	classified
MG_sample_7	MG	MetaflowX	c__Bacteroidia	8	class	classified
MG_sample_7	MG	MetaflowX	c__Bdellovibrionia	1	class	classified
MG_sample_7	MG	MetaflowX	c__Clostridia	4	class	classified
MG_sample_7	MG	MetaflowX	c__Verrucomicrobiia	1	class	classified
MG_sample_7	MG	nf-mag	c__Alphaproteobacteria	1	class	classified
MG_sample_7	MG	nf-mag	c__Bacilli	12	class	classified
MG_sample_7	MG	nf-mag	c__Bacteroidia	8	class	classified
MG_sample_7	MG	nf-mag	c__Bdellovibrionia	1	class	classified
MG_sample_7	MG	nf-mag	c__Clostridia	3	class	classified
MG_sample_7	MG	nf-mag	c__Verrucomicrobiia	1	class	classified
MG_sample_8	MG	MetaWRAP	c__Alphaproteobacteria	1	class	classified
