sample_id	group	workflow	name	count	level	classification_status
HMP_sample_0	HMP	MetaWRAP	p__Actinomycetota	3	phylum	classified
HMP_sample_0	HMP	MetaWRAP	p__Bacillota	6	phylum	classified
HMP_sample_0	HMP	MetaWRAP	p__Bacteroidota	3	phylum	classified
HMP_sample_0	HMP	MetaWRAP	p__Desulfobacterota_I	1	phylum	classified
HMP_sample_0	HMP	MetaWRAP	p__Pseudomonadota	3	phylum	classified
HMP_sample_0	HMP	MetaWRAP	p__Verrucomicrobiota	1	phylum	classified
HMP_sample_0	HMP	MetaflowX	p__Actinomycetota	3	phylum	classified
HMP_sample_0	HMP	MetaflowX	p__Bacillota	11	phylum	classified
HMP_sample_0	HMP	MetaflowX	p__Bacteroidota	4	phylum	classified
HMP_sample_0	HMP	MetaflowX	p__Desulfobacterota_I	2	phylum	classified
HMP_sample_0	HMP	MetaflowX	p__Pseudomonadota	7	phylum	classified
HMP_sample_0	HMP	MetaflowX	p__Verrucomicrobiota	1	phylum	classified
HMP_sample_0	HMP	nf-mag	p__Actinomycetota	2	phylum	classified
HMP_sample_0	HMP	nf-mag	p__Bacillota	10	phylum	classified
HMP_sample_0	HMP	nf-mag	p__Bacteroidota	5	phylum	classified
HMP_sample_0	HMP	nf-mag	p__Desulfobacterota_I	1	phylum	classified
HMP_sample_0	HMP	nf-mag	p__Pseudomonadota	7	phylum	classified
HMP_sample_0	HMP	nf-mag	p__Verrucomicrobiota	1	phylum	classified
HMP_sample_1	HMP	MetaWRAP	p__Actinomycetota	1	phylum	classified
HMP_sample_1	HMP	MetaWRAP	p__Bacillota	9	phylum	classified
HMP_sample_1	HMP	MetaWRAP	p__Bacteroidota	7	phylum	classified
HMP_sample_1	HMP	MetaWRAP	p__Pseudomonadota	4	phylum	classified
HMP_sample_1	HMP	MetaWRAP	p__Verrucomicrobiota	1	phylum	classified
HMP_sample_1	HMP	MetaflowX	p__Actinomycetota	1	phylum	classified
HMP_sample_1	HMP	MetaflowX	p__Bacillota	16	phylum	classified
HMP_sample_1	HMP	MetaflowX	p__Bacteroidota	6	phylum	classified
HMP_sample_1	HMP	MetaflowX	p__Pseudomonadota	6	phylum	classified
HMP_sample_1	HMP	MetaflowX	p__Verrucomicrobiota	1	phylum	classified
HMP_sample_1	HMP	nf-mag	p__Actinomycetota	1	phylum	classified
HMP_sample_1	HMP	nf-mag	p__Bacillota	19	phylum	classified
HMP_sample_1	HMP	nf-mag	p__Bacteroidota	7	phylum	classified
HMP_sample_1	HMP	nf-mag	p__Pseudomonadota	6	phylum	classified
HMP_sample_1	HMP	nf-mag	p__Verrucomicrobiota	1	phylum	classified
HMP_sample_2	HMP	MetaWRAP	p__Bacillota	7	phylum	classified
HMP_sample_2	HMP	MetaWRAP	p__Bacteroidota	2	phylum	classified
HMP_sample_2	HMP	MetaWRAP	p__Desulfobacterota_I	1	phylum	classified
HMP_sample_2	HMP	MetaWRAP	p__Pseudomonadota	1	phylum	classified
HMP_sample_2	HMP	MetaflowX	p__Bacillota	13	phylum	classified
HMP_sample_2	HMP	MetaflowX	p__Bacteroidota	4	phylum	classified
HMP_sample_2	HMP	MetaflowX	p__Desulfobacterota_I	1	phylum	classified
HMP_sample_2	HMP	MetaflowX	p__Pseudomonadota	2	phylum	classified
HMP_sample_2	HMP	nf-mag	p__Bacillota	14	phylum	classified
HMP_sample_2	HMP	nf-mag	p__Bacteroidota	5	phylum	classified
HMP_sample_2	HMP	nf-mag	p__Desulfobacterota_I	1	phylum	classified
HMP_sample_2	HMP	nf-mag	p__Pseudomonadota	2	phylum	classified
HMP_sample_3	HMP	MetaWRAP	p__Actinomycetota	4	phylum	classified
HMP_sample_3	HMP	MetaWRAP	p__Bacillota	12	phylum	classified
HMP_sample_3	HMP	MetaWRAP	p__Bacteroidota	5	phylum	classified
HMP_sample_3	HMP	MetaWRAP	p__Desulfobacterota_I	1	phylum	classified
HMP_sample_3	HMP	MetaWRAP	p__Pseudomonadota	5	phylum	classified
HMP_sample_3	HMP	MetaflowX	p__Actinomycetota	4	phylum	classified
HMP_sample_3	HMP	MetaflowX	p__Bacillota	20	phylum	classified
HMP_sample_3	HMP	MetaflowX	p__Bacteroidota	7	phylum	classified
HMP_sample_3	HMP	MetaflowX	p__Desulfobacterota_I	1	phylum	classified
HMP_sample_3	HMP	MetaflowX	p__Pseudomonadota	5	phylum	classified
HMP_sample_3	HMP	nf-mag	p__Actinomycetota	4	phylum	classified
HMP_sample_3	HMP	nf-mag	p__Bacillota	20	phylum	classified
HMP_sample_3	HMP	nf-mag	p__Bacteroidota	7	phylum	classified
HMP_sample_3	HMP	nf-mag	p__Desulfobacterota_I	1	phylum	classified
HMP_sample_3	HMP	nf-mag	p__Pseudomonadota	5	phylum	classified
HMP_sample_4	HMP	MetaWRAP	p__Actinomycetota	5	phylum	classified
HMP_sample_4	HMP	MetaWRAP	p__Bacillota	15	phylum	classified
HMP_sample_4	HMP	MetaWRAP	p__Bacteroidota	1	phylum	classified
HMP_sample_4	HMP	MetaWRAP	p__Desulfobacterota_I	2	phylum	classified
HMP_sample_4	HMP	MetaWRAP	p__Pseudomonadota	3	phylum	classified
HMP_sample_4	HMP	MetaWRAP	p__Verrucomicrobiota	3	phylum	classified
HMP_sample_4	HMP	MetaflowX	p__Actinomycetota	5	phylum	classified
HMP_sample_4	HMP	MetaflowX	p__Bacillota	24	phylum	classified
HMP_sample_4	HMP	MetaflowX	p__Bacteroidota	1	phylum	classified
HMP_sample_4	HMP	MetaflowX	p__Desulfobacterota_I	2	phylum	classified
HMP_sample_4	HMP	MetaflowX	p__Pseudomonadota	4	phylum	classified
HMP_sample_4	HMP	MetaflowX	p__Verrucomicrobiota	2	phylum	classified
HMP_sample_4	HMP	nf-mag	p__Actinomycetota	5	phylum	classified
HMP_sample_4	HMP	nf-mag	p__Bacillota	22	phylum	classified
HMP_sample_4	HMP	nf-mag	p__Bacteroidota	1	phylum	classified
HMP_sample_4	HMP	nf-mag	p__Desulfobacterota_I	2	phylum	classified
HMP_sample_4	HMP	nf-mag	p__Pseudomonadota	4	phylum	classified
HMP_sample_4	HMP	nf-mag	p__Verrucomicrobiota	3	phylum	classified
HMP_sample_5	HMP	MetaWRAP	p__Bacillota	6	phylum	classified
HMP_sample_5	HMP	MetaWRAP	p__Bacteroidota	3	phylum	classified
HMP_sample_5	HMP	MetaWRAP	p__Pseudomonadota	4	phylum	classified
HMP_sample_5	HMP	MetaWRAP	p__Verrucomicrobiota	1	phylum	classified
HMP_sample_5	HMP	MetaflowX	p__Bacillota	10	phylum	classified
HMP_sample_5	HMP	MetaflowX	p__Bacteroidota	3	phylum	classified
HMP_sample_5	HMP	MetaflowX	p__Pseudomonadota	4	phylum	classified
HMP_sample_5	HMP	MetaflowX	p__Verrucomicrobiota	1	phylum	classified
HMP_sample_5	HMP	nf-mag	p__Bacillota	10	phylum	classified
HMP_sample_5	HMP	nf-mag	p__Bacteroidota	3	phylum	classified
HMP_sample_5	HMP	nf-mag	p__Pseudomonadota	4	phylum	classified
HMP_sample_5	HMP	nf-mag	p__Verrucomicrobiota	1	phylum	classified
HMP_sample_6	HMP	MetaWRAP	p__Actinomycetota	2	phylum	classified
HMP_sample_6	HMP	MetaWRAP	p__Bacillota	10	phylum	classified
HMP_sample_6	HMP	MetaWRAP	p__Bacteroidota	10	phylum	classified
HMP_sample_6	HMP	MetaWRAP	p__Pseudomonadota	6	phylum	classified
HMP_sample_6	HMP	MetaflowX	p__Actinomycetota	2	phylum	classified
HMP_sample_6	HMP	MetaflowX	p__Bacillota	16	phylum	classified
HMP_sample_6	HMP	MetaflowX	p__Bacteroidota	10	phylum	classified
HMP_sample_6	HMP	MetaflowX	p__Campylobacterota	1	phylum	classified
HMP_sample_6	HMP	MetaflowX	p__Pseudomonadota	10	phylum	classified
HMP_sample_6	HMP	nf-mag	p__Actinomycetota	2	phylum	classified
HMP_sample_6	HMP	nf-mag	p__Bacillota	17	phylum	classified
HMP_sample_6	HMP	nf-mag	p__Bacteroidota	10	phylum	classified
HMP_sample_6	HMP	nf-mag	p__Campylobacterota	2	phylum	classified
HMP_sample_6	HMP	nf-mag	p__Pseudomonadota	9	phylum	classified
HMP_sample_7	HMP	MetaWRAP	p__Actinomycetota	2	phylum	classified
HMP_sample_7	HMP	MetaWRAP	p__Bacillota	10	phylum	classified
HMP_sample_7	HMP	MetaWRAP	p__Pseudomonadota	3	phylum	classified
HMP_sample_7	HMP	MetaflowX	p__Actinomycetota	2	phylum	classified
HMP_sample_7	HMP	MetaflowX	p__Bacillota	14	phylum	classified
HMP_sample_7	HMP	MetaflowX	p__Pseudomonadota	4	phylum	classified
HMP_sample_7	HMP	nf-mag	p__Actinomycetota	2	phylum	classified
HMP_sample_7	HMP	nf-mag	p__Bacillota	16	phylum	classified
HMP_sample_7	HMP	nf-mag	p__Pseudomonadota	2	phylum	classified
HMP_sample_8	HMP	MetaWRAP	p__Actinomycetota	1	phylum	classified
HMP_sample_8	HMP	MetaWRAP	p__Bacillota	9	phylum	classified
HMP_sample_8	HMP	MetaWRAP	p__Campylobacterota	2	phylum	classified
HMP_sample_8	HMP	MetaWRAP	p__Pseudomonadota	5	phylum	classified
HMP_sample_8	HMP	MetaflowX	p__Actinomycetota	1	phylum	classified
HMP_sample_8	HMP	MetaflowX	p__Bacillota	14	phylum	classified
HMP_sample_8	HMP	MetaflowX	p__Campylobacterota	4	phylum	classified
HMP_sample_8	HMP	MetaflowX	p__Pseudomonadota	5	phylum	classified
HMP_sample_8	HMP	nf-mag	p__Actinomycetota	1	phylum	classified
HMP_sample_8	HMP	nf-mag	p__Bacillota	10	phylum	classified
HMP_sample_8	HMP	nf-mag	p__Campylobacterota	3	phylum	classified
HMP_sample_8	HMP	nf-mag	p__Pseudomonadota	6	phylum	classified
HMP_sample_9	HMP	MetaWRAP	p__Actinomycetota	7	phylum	classified
HMP_sample_9	HMP	MetaWRAP	p__Bacillota	13	phylum	classified
HMP_sample_9	HMP	MetaWRAP	p__Bacteroidota	2	phylum	classified
HMP_sample_9	HMP	MetaflowX	p__Actinomycetota	7	phylum	classified
HMP_sample_9	HMP	MetaflowX	p__Bacillota	26	phylum	classified
HMP_sample_9	HMP	MetaflowX	p__Bacteroidota	2	phylum	classified
HMP_sample_9	HMP	nf-mag	p__Actinomycetota	6	phylum	classified
HMP_sample_9	HMP	nf-mag	p__Bacillota	19	phylum	classified
HMP_sample_9	HMP	nf-mag	p__Bacteroidota	2	phylum	classified
MG_sample_0	MG	MetaWRAP	p__Actinomycetota	1	phylum	classified
MG_sample_0	MG	MetaWRAP	p__Bacillota	14	phylum	classified
MG_sample_0	MG	MetaWRAP	p__Bacteroidota	1	phylum	classified
MG_sample_0	MG	MetaflowX	p__Actinomycetota	1	phylum	classified
MG_sample_0	MG	MetaflowX	p__Bacillota	15	phylum	classified
MG_sample_0	MG	MetaflowX	p__Bacteroidota	1	phylum	classified
MG_sample_0	MG	nf-mag	p__Actinomycetota	1	phylum	classified
MG_sample_0	MG	nf-mag	p__Bacillota	14	phylum	classified
MG_sample_0	MG	nf-mag	p__Bacteroidota	1	phylum	classified
MG_sample_1	MG	MetaWRAP	p__Bacillota	20	phylum	classified
MG_sample_1	MG	MetaWRAP	p__Bacteroidota	3	phylum	classified
MG_sample_1	MG	MetaflowX	p__Bacillota	21	phylum	classified
MG_sample_1	MG	MetaflowX	p__Bacteroidota	3	phylum	classified
MG_sample_1	MG	nf-mag	p__Bacillota	21	phylum	classified
MG_sample_1	MG	nf-mag	p__Bacteroidota	2	phylum	classified
MG_sample_10	MG	MetaWRAP	p__Actinomycetota	1	phylum	classified
MG_sample_10	MG	MetaWRAP	p__Bacillota	30	phylum	classified
MG_sample_10	MG	MetaWRAP	p__Bacteroidota	1	phylum	classified
MG_sample_10	MG	MetaWRAP	p__Verrucomicrobiota	1	phylum	classified
MG_sample_10	MG	MetaflowX	p__Actinomycetota	1	phylum	classified
MG_sample_10	MG	MetaflowX	p__Bacillota	32	phylum	classified
MG_sample_10	MG	MetaflowX	p__Bacteroidota	1	phylum	classified
MG_sample_10	MG	MetaflowX	p__Verrucomicrobiota	1	phylum	classified
MG_sample_10	MG	nf-mag	p__Actinomycetota	1	phylum	classified
MG_sample_10	MG	nf-mag	p__Bacillota	30	phylum	classified
MG_sample_10	MG	nf-mag	p__Bacteroidota	1	phylum	classified
MG_sample_10	MG	nf-mag	p__Verrucomicrobiota	1	phylum	classified
MG_sample_11	MG	MetaWRAP	p__Actinomycetota	1	phylum	classified
MG_sample_11	MG	MetaWRAP	p__Bacillota	35	phylum	classified
MG_sample_11	MG	MetaWRAP	p__Bacteroidota	4	phylum	classified
MG_sample_11	MG	MetaflowX	p__Actinomycetota	1	phylum	classified
MG_sample_11	MG	MetaflowX	p__Bacillota	38	phylum	classified
MG_sample_11	MG	MetaflowX	p__Bacteroidota	4	phylum	classified
MG_sample_11	MG	nf-mag	p__Actinomycetota	1	phylum	classified
MG_sample_11	MG	nf-mag	p__Bacillota	41	phylum	classified
MG_sample_11	MG	nf-mag	p__Bacteroidota	4	phylum	classified
MG_sample_2	MG	MetaWRAP	p__Actinomycetota	4	phylum	classified
MG_sample_2	MG	MetaWRAP	p__Bacillota	16	phylum	classified
MG_sample_2	MG	MetaWRAP	p__Bacteroidota	6	phylum	classified
MG_sample_2	MG	MetaWRAP	p__Desulfobacterota_I	1	phylum	classified
MG_sample_2	MG	MetaWRAP	p__Thermotogota	1	phylum	classified
MG_sample_2	MG	MetaWRAP	p__Verrucomicrobiota	1	phylum	classified
MG_sample_2	MG	MetaflowX	p__Actinomycetota	4	phylum	classified
MG_sample_2	MG	MetaflowX	p__Bacillota	16	phylum	classified
MG_sample_2	MG	MetaflowX	p__Bacteroidota	6	phylum	classified
MG_sample_2	MG	MetaflowX	p__Desulfobacterota_I	1	phylum	classified
MG_sample_2	MG	MetaflowX	p__Thermotogota	1	phylum	classified
MG_sample_2	MG	MetaflowX	p__Verrucomicrobiota	1	phylum	classified
MG_sample_2	MG	nf-mag	p__Actinomycetota	4	phylum	classified
MG_sample_2	MG	nf-mag	p__Bacillota	11	phylum	classified
MG_sample_2	MG	nf-mag	p__Bacteroidota	5	phylum	classified
MG_sample_2	MG	nf-mag	p__Desulfobacterota_I	1	phylum	classified
MG_sample_2	MG	nf-mag	p__Thermotogota	1	phylum	classified
MG_sample_2	MG	nf-mag	p__Verrucomicrobiota	1	phylum	classified
MG_sample_5	MG	MetaWRAP	p__Bacillota	18	phylum	classified
MG_sample_5	MG	MetaWRAP	p__Bacteroidota	8	phylum	classified
MG_sample_5	MG	MetaWRAP	p__Bdellovibrionota	2	phylum	classified
MG_sample_5	MG	MetaWRAP	p__Desulfobacterota_I	1	phylum	classified
MG_sample_5	MG	MetaWRAP	p__Pseudomonadota	1	phylum	classified
MG_sample_5	MG	MetaflowX	p__Bacillota	17	phylum	classified
MG_sample_5	MG	MetaflowX	p__Bacteroidota	9	phylum	classified
MG_sample_5	MG	MetaflowX	p__Bdellovibrionota	2	phylum	classified
MG_sample_5	MG	MetaflowX	p__Desulfobacterota_I	1	phylum	classified
MG_sample_5	MG	MetaflowX	p__Pseudomonadota	1	phylum	classified
MG_sample_5	MG	nf-mag	p__Bacillota	16	phylum	classified
MG_sample_5	MG	nf-mag	p__Bacteroidota	9	phylum	classified
MG_sample_5	MG	nf-mag	p__Bdellovibrionota	2	phylum	classified
MG_sample_5	MG	nf-mag	p__Desulfobacterota_I	1	phylum	classified
MG_sample_5	MG	nf-mag	p__Pseudomonadota	1	phylum	classified
MG_sample_6	MG	MetaWRAP	p__Bacillota	15	phylum	classified
MG_sample_6	MG	MetaWRAP	p__Bacteroidota	14	phylum	classified
MG_sample_6	MG	MetaWRAP	p__Bdellovibrionota	2	phylum	classified
MG_sample_6	MG	MetaWRAP	p__Desulfobacterota_I	1	phylum	classified
MG_sample_6	MG	MetaWRAP	p__Pseudomonadota	1	phylum	classified
MG_sample_6	MG	MetaflowX	p__Bacillota	17	phylum	classified
MG_sample_6	MG	MetaflowX	p__Bacteroidota	14	phylum	classified
MG_sample_6	MG	MetaflowX	p__Bdellovibrionota	2	phylum	classified
MG_sample_6	MG	MetaflowX	p__Desulfobacterota_I	1	phylum	classified
MG_sample_6	MG	MetaflowX	p__Pseudomonadota	1	phylum	classified
MG_sample_6	MG	nf-mag	p__Bacillota	17	phylum	classified
MG_sample_6	MG	nf-mag	p__Bacteroidota	16	phylum	classified
MG_sample_6	MG	nf-mag	p__Bdellovibrionota	2	phylum	classified
MG_sample_6	MG	nf-mag	p__Desulfobacterota_I	1	phylum	classified
MG_sample_6	MG	nf-mag	p__Pseudomonadota	1	phylum	classified
MG_sample_7	MG	MetaWRAP	p__Bacillota	18	phylum	classified
MG_sample_7	MG	MetaWRAP	p__Bacteroidota	6	phylum	classified
MG_sample_7	MG	MetaWRAP	p__Bdellovibrionota	1	phylum	classified
MG_sample_7	MG	MetaWRAP	p__Pseudomonadota	1	phylum	classified
MG_sample_7	MG	MetaWRAP	p__Verrucomicrobiota	1	phylum	classified
MG_sample_7	MG	MetaflowX	p__Bacillota	16	phylum	classified
MG_sample_7	MG	MetaflowX	p__Bacteroidota	8	phylum	classified
MG_sample_7	MG	MetaflowX	p__Bdellovibrionota	1	phylum	classified
MG_sample_7	MG	MetaflowX	p__Pseudomonadota	1	phylum	classified
MG_sample_7	MG	MetaflowX	p__Verrucomicrobiota	1	phylum	classified
MG_sample_7	MG	nf-mag	p__Bacillota	15	phylum	classified
MG_sample_7	MG	nf-mag	p__Bacteroidota	8	phylum	classified
MG_sample_7	MG	nf-mag	p__Bdellovibrionota	1	phylum	classified
MG_sample_7	MG	nf-mag	p__Pseudomonadota	1	phylum	classified
MG_sample_7	MG	nf-mag	p__Verrucomicrobiota	1	phylum	classified
MG_sample_8	MG	MetaWRAP	p__Bacillota	5	phylum	classified
MG_sample_8	MG	MetaWRAP	p__Bacteroidota	4	phylum	classified
MG_sample_8	MG	MetaWRAP	p__Desulfobacterota_I	2	phylum	classified
MG_sample_8	MG	MetaWRAP	p__Pseudomonadota	1	phylum	classified
MG_sample_8	MG	MetaWRAP	p__Verrucomicrobiota	1	phylum	classified
MG_sample_8	MG	MetaflowX	p__Bacillota	5	phylum	classified
MG_sample_8	MG	MetaflowX	p__Bacteroidota	6	phylum	classified
MG_sample_8	MG	MetaflowX	p__Desulfobacterota_I	2	phylum	classified
MG_sample_8	MG	MetaflowX	p__Pseudomonadota	1	phylum	classified
MG_sample_8	MG	MetaflowX	p__Verrucomicrobiota	1	phylum	classified
MG_sample_8	MG	nf-mag	p__Bacillota	5	phylum	classified
MG_sample_8	MG	nf-mag	p__Bacteroidota	5	phylum	classified
MG_sample_8	MG	nf-mag	p__Desulfobacterota_I	1	phylum	classified
MG_sample_8	MG	nf-mag	p__Pseudomonadota	1	phylum	classified
MG_sample_8	MG	nf-mag	p__Verrucomicrobiota	1	phylum	classified
MG_sample_9	MG	MetaWRAP	p__Bacillota	7	phylum	classified
MG_sample_9	MG	MetaWRAP	p__Bacteroidota	10	phylum	classified
MG_sample_9	MG	MetaWRAP	p__Desulfobacterota_I	1	phylum	classified
MG_sample_9	MG	MetaWRAP	p__Pseudomonadota	2	phylum	classified
MG_sample_9	MG	MetaWRAP	p__Verrucomicrobiota	1	phylum	classified
MG_sample_9	MG	MetaflowX	p__Bacillota	7	phylum	classified
MG_sample_9	MG	MetaflowX	p__Bacteroidota	12	phylum	classified
MG_sample_9	MG	MetaflowX	p__Desulfobacterota_I	1	phylum	classified
MG_sample_9	MG	MetaflowX	p__Pseudomonadota	2	phylum	classified
MG_sample_9	MG	MetaflowX	p__Verrucomicrobiota	1	phylum	classified
MG_sample_9	MG	nf-mag	p__Bacillota	8	phylum	classified
MG_sample_9	MG	nf-mag	p__Bacteroidota	10	phylum	classified
MG_sample_9	MG	nf-mag	p__Desulfobacterota_I	1	phylum	classified
MG_sample_9	MG	nf-mag	p__Pseudomonadota	2	phylum	classified
MG_sample_9	MG	nf-mag	p__Verrucomicrobiota	1	phylum	classified
Plant_sample_0	Plant	MetaWRAP	p__Actinomycetota	4	phylum	classified
Plant_sample_0	Plant	MetaWRAP	p__Bacteroidota	1	phylum	classified
Plant_sample_0	Plant	MetaWRAP	p__Myxococcota	1	phylum	classified
Plant_sample_0	Plant	MetaWRAP	p__Pseudomonadota	14	phylum	classified
Plant_sample_0	Plant	MetaflowX	p__Actinomycetota	4	phylum	classified
Plant_sample_0	Plant	MetaflowX	p__Bacteroidota	1	phylum	classified
Plant_sample_0	Plant	MetaflowX	p__Myxococcota	1	phylum	classified
Plant_sample_0	Plant	MetaflowX	p__Pseudomonadota	24	phylum	classified
Plant_sample_0	Plant	nf-mag	p__Actinomycetota	4	phylum	classified
Plant_sample_0	Plant	nf-mag	p__Bacteroidota	1	phylum	classified
Plant_sample_0	Plant	nf-mag	p__Myxococcota	1	phylum	classified
Plant_sample_0	Plant	nf-mag	p__Pseudomonadota	26	phylum	classified
Plant_sample_1	Plant	MetaWRAP	p__Actinomycetota	6	phylum	classified
Plant_sample_1	Plant	MetaWRAP	p__Bacteroidota	1	phylum	classified
Plant_sample_1	Plant	MetaWRAP	p__Myxococcota	1	phylum	classified
Plant_sample_1	Plant	MetaWRAP	p__Pseudomonadota	17	phylum	classified
Plant_sample_1	Plant	MetaflowX	p__Actinomycetota	6	phylum	classified
Plant_sample_1	Plant	MetaflowX	p__Bacteroidota	1	phylum	classified
Plant_sample_1	Plant	MetaflowX	p__Myxococcota	1	phylum	classified
Plant_sample_1	Plant	MetaflowX	p__Pseudomonadota	18	phylum	classified
Plant_sample_1	Plant	nf-mag	p__Actinomycetota	6	phylum	classified
Plant_sample_1	Plant	nf-mag	p__Bacteroidota	1	phylum	classified
Plant_sample_1	Plant	nf-mag	p__Myxococcota	1	phylum	classified
Plant_sample_1	Plant	nf-mag	p__Pseudomonadota	18	phylum	classified
Plant_sample_2	Plant	MetaWRAP	p__Actinomycetota	4	phylum	classified
Plant_sample_2	Plant	MetaWRAP	p__Bacteroidota	1	phylum	classified
Plant_sample_2	Plant	MetaWRAP	p__Myxococcota	1	phylum	classified
Plant_sample_2	Plant	MetaWRAP	p__Pseudomonadota	19	phylum	classified
Plant_sample_2	Plant	MetaflowX	p__Actinomycetota	4	phylum	classified
Plant_sample_2	Plant	MetaflowX	p__Bacteroidota	1	phylum	classified
Plant_sample_2	Plant	MetaflowX	p__Myxococcota	1	phylum	classified
Plant_sample_2	Plant	MetaflowX	p__Pseudomonadota	22	phylum	classified
Plant_sample_2	Plant	nf-mag	p__Actinomycetota	4	phylum	classified
Plant_sample_2	Plant	nf-mag	p__Bacteroidota	1	phylum	classified
Plant_sample_2	Plant	nf-mag	p__Myxococcota	1	phylum	classified
Plant_sample_2	Plant	nf-mag	p__Pseudomonadota	23	phylum	classified
Plant_sample_3	Plant	MetaWRAP	p__Actinomycetota	5	phylum	classified
Plant_sample_3	Plant	MetaWRAP	p__Myxococcota	1	phylum	classified
Plant_sample_3	Plant	MetaWRAP	p__Pseudomonadota	18	phylum	classified
Plant_sample_3	Plant	MetaflowX	p__Actinomycetota	4	phylum	classified
Plant_sample_3	Plant	MetaflowX	p__Myxococcota	1	phylum	classified
Plant_sample_3	Plant	MetaflowX	p__Pseudomonadota	23	phylum	classified
Plant_sample_3	Plant	nf-mag	p__Actinomycetota	3	phylum	classified
Plant_sample_3	Plant	nf-mag	p__Myxococcota	1	phylum	classified
Plant_sample_3	Plant	nf-mag	p__Pseudomonadota	22	phylum	classified
Plant_sample_4	Plant	MetaWRAP	p__Actinomycetota	4	phylum	classified
Plant_sample_4	Plant	MetaWRAP	p__Bacteroidota	1	phylum	classified
Plant_sample_4	Plant	MetaWRAP	p__Myxococcota	1	phylum	classified
Plant_sample_4	Plant	MetaWRAP	p__Pseudomonadota	17	phylum	classified
Plant_sample_4	Plant	MetaflowX	p__Actinomycetota	4	phylum	classified
Plant_sample_4	Plant	MetaflowX	p__Bacteroidota	1	phylum	classified
Plant_sample_4	Plant	MetaflowX	p__Myxococcota	1	phylum	classified
Plant_sample_4	Plant	MetaflowX	p__Pseudomonadota	20	phylum	classified
Plant_sample_4	Plant	nf-mag	p__Actinomycetota	4	phylum	classified
Plant_sample_4	Plant	nf-mag	p__Bacteroidota	1	phylum	classified
Plant_sample_4	Plant	nf-mag	p__Myxococcota	1	phylum	classified
Plant_sample_4	Plant	nf-mag	p__Pseudomonadota	22	phylum	classified
Plant_sample_5	Plant	MetaWRAP	p__Actinomycetota	4	phylum	classified
Plant_sample_5	Plant	MetaWRAP	p__Bacteroidota	3	phylum	classified
Plant_sample_5	Plant	MetaWRAP	p__Myxococcota	1	phylum	classified
Plant_sample_5	Plant	MetaWRAP	p__Pseudomonadota	15	phylum	classified
Plant_sample_5	Plant	MetaflowX	p__Actinomycetota	3	phylum	classified
Plant_sample_5	Plant	MetaflowX	p__Bacteroidota	2	phylum	classified
Plant_sample_5	Plant	MetaflowX	p__Myxococcota	1	phylum	classified
Plant_sample_5	Plant	MetaflowX	p__Pseudomonadota	17	phylum	classified
Plant_sample_5	Plant	nf-mag	p__Actinomycetota	4	phylum	classified
Plant_sample_5	Plant	nf-mag	p__Bacteroidota	3	phylum	classified
Plant_sample_5	Plant	nf-mag	p__Myxococcota	1	phylum	classified
Plant_sample_5	Plant	nf-mag	p__Pseudomonadota	19	phylum	classified
Plant_sample_6	Plant	MetaWRAP	p__Actinomycetota	3	phylum	classified
Plant_sample_6	Plant	MetaWRAP	p__Bacteroidota	1	phylum	classified
Plant_sample_6	Plant	MetaWRAP	p__Pseudomonadota	15	phylum	classified
Plant_sample_6	Plant	MetaflowX	p__Actinomycetota	3	phylum	classified
Plant_sample_6	Plant	MetaflowX	p__Bacteroidota	1	phylum	classified
Plant_sample_6	Plant	MetaflowX	p__Pseudomonadota	18	phylum	classified
Plant_sample_6	Plant	nf-mag	p__Actinomycetota	3	phylum	classified
Plant_sample_6	Plant	nf-mag	p__Bacteroidota	1	phylum	classified
Plant_sample_6	Plant	nf-mag	p__Pseudomonadota	20	phylum	classified
Plant_sample_7	Plant	MetaWRAP	p__Actinomycetota	3	phylum	classified
Plant_sample_7	Plant	MetaWRAP	p__Bacteroidota	2	phylum	classified
Plant_sample_7	Plant	MetaWRAP	p__Pseudomonadota	13	phylum	classified
Plant_sample_7	Plant	MetaflowX	p__Actinomycetota	3	phylum	classified
Plant_sample_7	Plant	MetaflowX	p__Bacteroidota	2	phylum	classified
Plant_sample_7	Plant	MetaflowX	p__Pseudomonadota	20	phylum	classified
Plant_sample_7	Plant	nf-mag	p__Actinomycetota	3	phylum	classified
Plant_sample_7	Plant	nf-mag	p__Bacteroidota	1	phylum	classified
Plant_sample_7	Plant	nf-mag	p__Pseudomonadota	20	phylum	classified
Plant_sample_8	Plant	MetaWRAP	p__Actinomycetota	3	phylum	classified
Plant_sample_8	Plant	MetaWRAP	p__Pseudomonadota	12	phylum	classified
Plant_sample_8	Plant	MetaflowX	p__Actinomycetota	3	phylum	classified
Plant_sample_8	Plant	MetaflowX	p__Pseudomonadota	16	phylum	classified
Plant_sample_8	Plant	nf-mag	p__Actinomycetota	3	phylum	classified
Plant_sample_8	Plant	nf-mag	p__Pseudomonadota	15	phylum	classified
Plant_sample_9	Plant	MetaWRAP	p__Actinomycetota	3	phylum	classified
Plant_sample_9	Plant	MetaWRAP	p__Bacteroidota	2	phylum	classified
Plant_sample_9	Plant	MetaWRAP	p__Pseudomonadota	11	phylum	classified
Plant_sample_9	Plant	MetaflowX	p__Actinomycetota	3	phylum	classified
Plant_sample_9	Plant	MetaflowX	p__Bacteroidota	2	phylum	classified
Plant_sample_9	Plant	MetaflowX	p__Pseudomonadota	15	phylum	classified
