	ID	whole_task	module	simple_task	realtime_M	realtime_h	cpu	cpu_time	peak_rss_G	slurmID	raw_reads	raw_bases	clean_reads	clean_bases	effective_rate(%)	C(%)	lq_reads	host_reads	Group	cpu_hour
1	1240301004	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1240301004)	BINNER	DASTOOL	4.06666666666667	0.0677777777777778	69.8	4.73088888888889	0.3767578125	106642	43621144	6.54	43598418	6.53	99.95	42.81	19462	3264	HG	0.135555555555556
2	1240401004	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1240401004)	BINNER	DASTOOL	1.58333333333333	0.0263888888888889	104.2	2.74972222222222	0.353515625	106640	46141126	6.92	46051416	6.9	99.81	43.29	20786	68924	HG	0.0527777777777778
3	1240401005	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1240401005)	BINNER	DASTOOL	3.08333333333333	0.0513888888888889	80	4.11111111111111	0.34111328125	106643	49046928	7.36	49014534	7.35	99.93	43.09	27554	4840	HG	0.102777777777778
4	1241601019	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241601019)	BINNER	DASTOOL	3.78333333333333	0.0630555555555556	70.5	4.44541666666667	0.36943359375	106641	42262416	6.34	42188074	6.32	99.82	44.46	14906	59436	HG	0.126111111111111
5	1241601021	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241601021)	BINNER	DASTOOL	3.93333333333333	0.0655555555555556	66.9	4.38566666666667	0.2923828125	106647	52261330	7.84	52236750	7.83	99.95	43.85	22162	2418	HG	0.131111111111111
6	1241601036	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241601036)	BINNER	DASTOOL	3.71666666666667	0.0619444444444444	71	4.39805555555556	0.37197265625	106645	62635094	9.4	62566490	9.37	99.89	42.65	35772	32832	HG	0.123888888888889
7	1241701022	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701022)	BINNER	DASTOOL	7.63333333333333	0.127222222222222	44.5	5.66138888888889	0.379296875	106648	60439198	9.07	60367720	9.05	99.88	47.64	32144	39334	HG	0.254444444444444
8	1241701160	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701160)	BINNER	DASTOOL	2.93333333333333	0.0488888888888889	79.7	3.89644444444444	0.367578125	106646	58187590	8.73	57060636	8.55	98.06	44.89	28184	1098770	HG	0.0977777777777778
9	1241701161	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701161)	BINNER	DASTOOL	3.1	0.0516666666666667	76.6	3.95766666666667	0.36767578125	106644	51854222	7.78	51780252	7.76	99.86	44.77	26472	47498	HG	0.103333333333333
10	1241701162	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701162)	BINNER	DASTOOL	5.18333333333333	0.0863888888888889	43.4	3.74927777777778	0.36689453125	106650	56633130	8.49	56531714	8.47	99.82	45.72	28142	73274	HG	0.172777777777778
11	1241701163	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701163)	BINNER	DASTOOL	8	0.133333333333333	48.3	6.44	0.40322265625	106649	73579602	11.04	73486950	11.01	99.87	47.63	35094	57558	HG	0.266666666666667
12	1241701164	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701164)	BINNER	DASTOOL	7.53333333333333	0.125555555555556	43.9	5.51188888888889	0.36357421875	106653	55385114	8.31	55354362	8.29	99.94	42.62	22482	8270	HG	0.251111111111111
13	1241701165	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701165)	BINNER	DASTOOL	8.71666666666667	0.145277777777778	50.1	7.27841666666667	0.4173828125	106651	67287766	10.09	65539090	9.82	97.4	46.35	28452	1720224	HG	0.290555555555556
14	1241701167	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701167)	BINNER	DASTOOL	7.2	0.12	44	5.28	0.38056640625	106652	53087786	7.96	52932964	7.93	99.71	44.16	21734	133088	HG	0.24
15	1241701169	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701169)	BINNER	DASTOOL	3.66666666666667	0.0611111111111111	55.1	3.36722222222222	0.3498046875	106655	44462564	6.67	43913682	6.58	98.77	45.19	9770	539112	HG	0.122222222222222
16	1241701170	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701170)	BINNER	DASTOOL	3.53333333333333	0.0588888888888889	50.1	2.95033333333333	0.360546875	106658	63809150	9.57	63395098	9.5	99.35	44.83	23116	390936	HG	0.117777777777778
17	1241701171	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701171)	BINNER	DASTOOL	6.45	0.1075	37	3.9775	0.37333984375	106654	55091832	8.26	54881060	8.23	99.62	44.69	15740	195032	HG	0.215
18	1241701172	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701172)	BINNER	DASTOOL	4.26666666666667	0.0711111111111111	45.2	3.21422222222222	0.36728515625	106659	48451912	7.27	48420380	7.26	99.93	43.57	26118	5414	HG	0.142222222222222
19	1241701175	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701175)	BINNER	DASTOOL	7.25	0.120833333333333	36.4	4.39833333333333	0.37890625	106657	46510450	6.98	46148584	6.92	99.22	43.16	12654	349212	HG	0.241666666666667
20	1241701178	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1241701178)	BINNER	DASTOOL	2.4	0.04	54.8	2.192	0.350390625	106660	49385610	7.41	49356708	7.4	99.94	44.07	18414	10488	HG	0.08
21	1251801001	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1251801001)	BINNER	DASTOOL	7.5	0.125	44.3	5.5375	0.381640625	106656	73287852	10.99	73233964	10.98	99.93	44.96	36206	17682	HG	0.25
22	1251801002	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1251801002)	BINNER	DASTOOL	3.81666666666667	0.0636111111111111	81	5.1525	0.3779296875	106666	115220754	17.28	114617882	17.18	99.48	43.84	58230	544642	HG	0.127222222222222
23	1251801003	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1251801003)	BINNER	DASTOOL	3.61666666666667	0.0602777777777778	47.3	2.85113888888889	0.34013671875	106667	47345832	7.1	47305154	7.09	99.91	43.18	21562	19116	HG	0.120555555555556
24	1251801021	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1251801021)	BINNER	DASTOOL	5.23333333333333	0.0872222222222222	71.5	6.23638888888889	0.4123046875	106663	89931344	13.49	89871442	13.47	99.93	45.51	53402	6500	HG	0.174444444444444
25	1251801022	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1251801022)	BINNER	DASTOOL	4.8	0.08	36.1	2.888	0.3533203125	106661	40386366	6.06	40362086	6.05	99.94	43.6	15128	9152	HG	0.16
26	1251801023	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1251801023)	BINNER	DASTOOL	5.68333333333333	0.0947222222222222	44	4.16777777777778	0.3705078125	106662	50009704	7.5	49914470	7.48	99.81	44.67	25452	69782	HG	0.189444444444444
27	1251801024	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:DASTOOL (1251801024)	BINNER	DASTOOL	2.9	0.0483333333333333	78.5	3.79416666666667	0.37060546875	106665	36193138	5.43	36158614	5.42	99.9	46.09	18442	16082	HG	0.0966666666666667
