	ID	whole_task	module	simple_task	realtime_M	realtime_h	cpu	cpu_time	peak_rss_G	slurmID	raw_reads	raw_bases	clean_reads	clean_bases	effective_rate(%)	C(%)	lq_reads	host_reads	Group	cpu_hour
37	L5_082_000M1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_082_000M1)	ASSEMBLY	MEGAHIT	87.8666666666667	1.46444444444444	1320.5	1933.79888888889	9.5	105418	82974530	12.28	81020522	12.09	97.65	49.81	1948658	5350	Lou_HG	23.4311111111111
38	L5_082_1015G1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_082_1015G1)	ASSEMBLY	MEGAHIT	132.083333333333	2.20138888888889	1354.3	2981.34097222222	11.1	105426	96809314	14.35	95173228	14.2	98.31	45.42	1635880	206	Lou_HG	35.2222222222222
39	L5_082_1096G1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_082_1096G1)	ASSEMBLY	MEGAHIT	130.533333333333	2.17555555555556	1377.4	2996.61022222222	9.8	105427	85408592	12.66	83810816	12.51	98.13	46.5	1597588	188	Lou_HG	34.8088888888889
40	L5_098_907G1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_098_907G1)	ASSEMBLY	MEGAHIT	116.366666666667	1.93944444444444	1333.8	2586.831	8.9	105428	77714732	11.52	76277682	11.38	98.15	49.34	1436870	180	Lou_HG	31.0311111111111
41	L5_101_000M1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_101_000M1)	ASSEMBLY	MEGAHIT	113.8	1.89666666666667	1334	2530.15333333333	10.9	105420	94522050	14.04	93118638	13.91	98.52	45.56	1403262	150	Lou_HG	30.3466666666667
42	L5_102_000M1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_102_000M1)	ASSEMBLY	MEGAHIT	116.233333333333	1.93722222222222	1349.1	2613.5065	9.7	105419	84792930	12.55	83480160	12.43	98.45	45.98	1312446	324	Lou_HG	30.9955555555556
43	L5_121_000M1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_121_000M1)	ASSEMBLY	MEGAHIT	115.366666666667	1.92277777777778	1344.3	2584.79016666667	9	105421	79383838	11.68	78022702	11.56	98.29	48.26	1360140	996	Lou_HG	30.7644444444444
44	L5_144_000M1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_144_000M1)	ASSEMBLY	MEGAHIT	117.316666666667	1.95527777777778	1368.5	2675.79763888889	7.9	105424	69096426	10.21	67815912	10.09	98.15	46.59	1280342	172	Lou_HG	31.2844444444444
45	L5_144_1092G1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_144_1092G1)	ASSEMBLY	MEGAHIT	139.816666666667	2.33027777777778	1378.3	3211.82186111111	7.7	105429	67195394	9.95	65785566	9.81	97.9	49.67	1409602	226	Lou_HG	37.2844444444444
46	L5_144_915G1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_144_915G1)	ASSEMBLY	MEGAHIT	137.916666666667	2.29861111111111	1385.9	3185.64513888889	9.7	105432	84562104	12.52	82778186	12.35	97.89	48.84	1783164	754	Lou_HG	36.7777777777778
47	L5_145_912G1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_145_912G1)	ASSEMBLY	MEGAHIT	99.7666666666667	1.66277777777778	1357	2256.38944444444	9.2	105431	80899664	11.97	79304196	11.82	98.03	46.29	1595032	436	Lou_HG	26.6044444444444
48	L5_162_1090G1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_162_1090G1)	ASSEMBLY	MEGAHIT	102.133333333333	1.70222222222222	1354.2	2305.14933333333	8	105430	69721966	10.31	68112122	10.16	97.69	45.85	1606146	3698	Lou_HG	27.2355555555556
49	L5_169_000M1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_169_000M1)	ASSEMBLY	MEGAHIT	104.666666666667	1.74444444444444	1346.4	2348.72	10.8	105422	94068276	13.95	92549736	13.81	98.39	46.4	1518288	252	Lou_HG	27.9111111111111
50	L5_169_914G1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_169_914G1)	ASSEMBLY	MEGAHIT	122.283333333333	2.03805555555556	1380.2	2812.92427777778	11.3	105433	99088722	14.69	97352422	14.53	98.25	49.14	1736030	270	Lou_HG	32.6088888888889
51	L5_187_1052G1	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (L5_187_1052G1)	ASSEMBLY	MEGAHIT	94.9833333333333	1.58305555555556	1352	2140.29111111111	11.8	105434	103500774	15.34	101748736	15.17	98.31	48.49	1749806	2232	Lou_HG	25.3288888888889
52	SRR5788019	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788019)	ASSEMBLY	MEGAHIT	182.633333333333	3.04388888888889	1293.7	3937.87905555556	14.2	104270	82852262	12.43	69655782	9.5	84.07	43.14	12972592	223888	Ocean	48.7022222222222
53	SRR5788051	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788051)	ASSEMBLY	MEGAHIT	324.65	5.41083333333333	1334.7	7221.83925	25.2	104315	114506672	17.18	94584744	12.76	82.6	40.09	19789104	132824	Ocean	86.5733333333333
54	SRR5788054	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788054)	ASSEMBLY	MEGAHIT	132.1	2.20166666666667	1291.4	2843.23233333333	10.9	104224	49114276	7.37	41606134	5.67	84.71	42.19	7373690	134452	Ocean	35.2266666666667
55	SRR5788072	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788072)	ASSEMBLY	MEGAHIT	97.5833333333333	1.62638888888889	1317	2141.95416666667	6.5	104226	22199210	3.33	21744464	3.21	97.95	37.66	435944	18802	Ocean	26.0222222222222
56	SRR5788098	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788098)	ASSEMBLY	MEGAHIT	225.366666666667	3.75611111111111	1322.7	4968.20816666667	16.3	104302	77140360	11.57	67406966	9.37	87.38	43.38	9654650	78744	Ocean	60.0977777777778
57	SRR5788110	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788110)	ASSEMBLY	MEGAHIT	162.716666666667	2.71194444444444	1301.5	3529.59569444444	14.1	104286	68580390	10.29	59258434	8.23	86.41	45.22	9242636	79320	Ocean	43.3911111111111
58	SRR5788132	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788132)	ASSEMBLY	MEGAHIT	298.966666666667	4.98277777777778	1382.3	6887.69372222222	16.6	104309	89515368	13.43	77386672	10.8	86.45	39.56	12005772	122924	Ocean	79.7244444444444
59	SRR5788157	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788157)	ASSEMBLY	MEGAHIT	183.116666666667	3.05194444444444	1335.5	4075.87180555556	12.9	104281	59666872	8.95	53904898	7.6	90.34	43.08	5709880	52094	Ocean	48.8311111111111
60	SRR5788160	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788160)	ASSEMBLY	MEGAHIT	268.883333333333	4.48138888888889	1347.9	6040.46408333333	18.1	104313	100142828	15.02	87933526	12.33	87.81	40.57	12097036	112266	Ocean	71.7022222222222
61	SRR5788169	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788169)	ASSEMBLY	MEGAHIT	140.233333333333	2.33722222222222	1315.3	3074.14838888889	9.7	104249	44251880	6.64	38917672	5.41	87.95	44.65	5319868	14340	Ocean	37.3955555555556
62	SRR5788170	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788170)	ASSEMBLY	MEGAHIT	131.116666666667	2.18527777777778	1299.5	2839.76847222222	9.4	104259	42781050	6.42	38469224	5.42	89.92	43.84	4270380	41446	Ocean	34.9644444444444
63	SRR5788178	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788178)	ASSEMBLY	MEGAHIT	108.683333333333	1.81138888888889	1301.9	2358.24719444444	9.7	104254	41345872	6.2	36317602	5.06	87.84	44.77	4989486	38784	Ocean	28.9822222222222
64	SRR5788201	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788201)	ASSEMBLY	MEGAHIT	110.966666666667	1.84944444444444	1301.6	2407.23688888889	9.6	104275	40123938	6.02	36552980	5.13	91.1	44.8	3538578	32380	Ocean	29.5911111111111
65	SRR5788251	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788251)	ASSEMBLY	MEGAHIT	108.433333333333	1.80722222222222	1272.8	2300.23244444444	11.8	104277	44042824	6.61	37515452	5.18	85.18	46.29	6495312	32060	Ocean	28.9155555555556
66	SRR5788255	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788255)	ASSEMBLY	MEGAHIT	168.616666666667	2.81027777777778	1322	3715.18722222222	12.8	104297	55860230	8.38	49486482	6.9	88.59	42.22	6335388	38360	Ocean	44.9644444444444
67	SRR5788265	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788265)	ASSEMBLY	MEGAHIT	572.35	9.53916666666667	1417.6	13522.7226666667	25.2	104345	133170602	19.98	125490050	18.35	94.23	37.95	7487362	193190	Ocean	152.626666666667
68	SRR5788272	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788272)	ASSEMBLY	MEGAHIT	70.75	1.17916666666667	1269.8	1497.30583333333	6.4	104263	27545466	4.13	23862114	3.28	86.63	46.39	3655958	27394	Ocean	18.8666666666667
69	SRR5788292	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788292)	ASSEMBLY	MEGAHIT	168.433333333333	2.80722222222222	1309.2	3675.21533333333	12.4	104299	61724160	9.26	53756732	7.49	87.09	42.7	7883514	83914	Ocean	44.9155555555556
70	SRR5788307	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788307)	ASSEMBLY	MEGAHIT	364.183333333333	6.06972222222222	1314.5	7978.64986111111	25.9	104331	126339976	18.95	111739564	15.59	88.44	44.35	14477136	123276	Ocean	97.1155555555556
71	SRR5788381	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788381)	ASSEMBLY	MEGAHIT	152.116666666667	2.53527777777778	1281.7	3249.46552777778	12.8	104292	54174926	8.13	47866868	6.7	88.36	45.8	6259680	48378	Ocean	40.5644444444444
72	SRR5788386	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788386)	ASSEMBLY	MEGAHIT	124.383333333333	2.07305555555556	1305.1	2705.54480555556	10.7	104282	48961804	7.34	42783094	5.95	87.38	42.32	6085750	92960	Ocean	33.1688888888889
73	SRR5788404	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788404)	ASSEMBLY	MEGAHIT	124.216666666667	2.07027777777778	1318.7	2730.07530555556	10.5	104291	43774700	6.57	38895334	5.43	88.85	40.9	4847414	31952	Ocean	33.1244444444444
74	SRR5788412	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788412)	ASSEMBLY	MEGAHIT	265.1	4.41833333333333	1327.4	5864.89566666667	21.9	104324	98810764	14.82	82976370	11.32	83.98	45.26	15744720	89674	Ocean	70.6933333333333
75	SRR5788437	NFCORE_METASSEMBLY:METASSEMBLY:ASSEMBLY:MEGAHIT (SRR5788437)	ASSEMBLY	MEGAHIT	43.65	0.7275	1206.2	877.5105	4.4	104268	16977872	2.55	14926992	2.07	87.92	43.38	2038846	12034	Ocean	11.64
76	SRR5935751	NA	NA	NA	NA	NA	NA	NA	NA	NA	37290890	3.45	30535114	3	81.88	43.45	6755320	456	iHMP	NA
77	SRR5935942	NA	NA	NA	NA	NA	NA	NA	NA	NA	26832010	2.45	21535628	2.11	80.26	44.92	5279024	17358	iHMP	NA
78	SRR5936006	NA	NA	NA	NA	NA	NA	NA	NA	NA	37997162	3.52	31158518	3.07	82	44.55	6838534	110	iHMP	NA
79	SRR5936131	NA	NA	NA	NA	NA	NA	NA	NA	NA	54566512	5.11	45868838	4.53	84.06	44.87	8695962	1712	iHMP	NA
80	SRR5936196	NA	NA	NA	NA	NA	NA	NA	NA	NA	34556040	3.17	27940728	2.74	80.86	44.65	6596370	18942	iHMP	NA
81	SRR5936221	NA	NA	NA	NA	NA	NA	NA	NA	NA	54297010	5.08	45584048	4.5	83.95	44.73	8712794	168	iHMP	NA
82	SRR5936235	NA	NA	NA	NA	NA	NA	NA	NA	NA	28847916	2.68	24086782	2.37	83.5	43.8	4753550	7584	iHMP	NA
83	SRR5946620	NA	NA	NA	NA	NA	NA	NA	NA	NA	30948940	2.87	25323612	2.49	81.82	43.99	5616468	8860	iHMP	NA
84	SRR5946645	NA	NA	NA	NA	NA	NA	NA	NA	NA	15824114	1.5	13843678	1.37	87.48	48.8	1980406	30	iHMP	NA
85	SRR5946691	NA	NA	NA	NA	NA	NA	NA	NA	NA	46610392	4.38	39511286	3.9	84.77	44.22	7096868	2238	iHMP	NA
86	SRR5946707	NA	NA	NA	NA	NA	NA	NA	NA	NA	22275938	2.02	17244584	1.68	77.41	45.18	5031266	88	iHMP	NA
87	SRR5946794	NA	NA	NA	NA	NA	NA	NA	NA	NA	15840582	1.44	12255690	1.2	77.37	46.64	3584842	50	iHMP	NA
88	SRR5946842	NA	NA	NA	NA	NA	NA	NA	NA	NA	28440678	2.71	25109560	2.48	88.29	44.63	3330788	330	iHMP	NA
89	SRR5946919	NA	NA	NA	NA	NA	NA	NA	NA	NA	40194948	3.62	30765376	3	76.54	47.88	9429070	502	iHMP	NA
90	SRR5947041	NA	NA	NA	NA	NA	NA	NA	NA	NA	19231118	1.77	14944380	1.47	77.71	45.82	4286596	142	iHMP	NA
91	SRR5947065	NA	NA	NA	NA	NA	NA	NA	NA	NA	51824854	4.86	43779096	4.32	84.48	45.98	8045412	346	iHMP	NA
92	SRR5950535	NA	NA	NA	NA	NA	NA	NA	NA	NA	22263928	2	17010356	1.66	76.4	43.77	5253502	70	iHMP	NA
93	SRR5950618	NA	NA	NA	NA	NA	NA	NA	NA	NA	42920824	4	35837476	3.53	83.5	45.58	7083168	180	iHMP	NA
94	SRR5950662	NA	NA	NA	NA	NA	NA	NA	NA	NA	40815652	3.79	33703372	3.32	82.57	44.85	7112220	60	iHMP	NA
95	SRR5950780	NA	NA	NA	NA	NA	NA	NA	NA	NA	44366978	4.14	36967628	3.64	83.32	43.87	7398832	518	iHMP	NA
