	ID	whole_task	module	simple_task	realtime_M	realtime_h	cpu	cpu_time	peak_rss_G	slurmID	raw_reads	raw_bases	clean_reads	clean_bases	effective_rate(%)	C(%)	lq_reads	host_reads	Group	cpu_hour
1	1240301004	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1240301004)	BINNER	METABAT2	2.51666666666667	0.0419444444444444	825.1	34.6083611111111	0.20029296875	104841	43621144	6.54	43598418	6.53	99.95	42.81	19462	3264	HG	0.671111111111111
2	1240401004	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1240401004)	BINNER	METABAT2	0.133333333333333	0.00222222222222222	663.8	1.47511111111111	0.0869140625	104838	46141126	6.92	46051416	6.9	99.81	43.29	20786	68924	HG	0.0355555555555556
3	1240401005	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1240401005)	BINNER	METABAT2	1.05	0.0175	784.7	13.73225	0.1359375	104847	49046928	7.36	49014534	7.35	99.93	43.09	27554	4840	HG	0.28
4	1241601019	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241601019)	BINNER	METABAT2	2.41666666666667	0.0402777777777778	815.5	32.8465277777778	0.17109375	104845	42262416	6.34	42188074	6.32	99.82	44.46	14906	59436	HG	0.644444444444444
5	1241601021	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241601021)	BINNER	METABAT2	2.95	0.0491666666666667	829.2	40.769	0.178125	104851	52261330	7.84	52236750	7.83	99.95	43.85	22162	2418	HG	0.786666666666667
6	1241601036	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241601036)	BINNER	METABAT2	1.96666666666667	0.0327777777777778	833.3	27.3137222222222	0.16982421875	104864	62635094	9.4	62566490	9.37	99.89	42.65	35772	32832	HG	0.524444444444444
7	1241701022	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701022)	BINNER	METABAT2	4.73333333333333	0.0788888888888889	842	66.4244444444444	0.262109375	104861	60439198	9.07	60367720	9.05	99.88	47.64	32144	39334	HG	1.26222222222222
8	1241701160	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701160)	BINNER	METABAT2	1.13333333333333	0.0188888888888889	817.7	15.4454444444444	0.15615234375	104856	58187590	8.73	57060636	8.55	98.06	44.89	28184	1098770	HG	0.302222222222222
9	1241701161	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701161)	BINNER	METABAT2	1.36666666666667	0.0227777777777778	776.3	17.6823888888889	0.15673828125	104894	51854222	7.78	51780252	7.76	99.86	44.77	26472	47498	HG	0.364444444444444
10	1241701162	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701162)	BINNER	METABAT2	1.88333333333333	0.0313888888888889	714.4	22.4242222222222	0.163671875	104881	56633130	8.49	56531714	8.47	99.82	45.72	28142	73274	HG	0.502222222222222
11	1241701163	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701163)	BINNER	METABAT2	5.06666666666667	0.0844444444444444	847.8	71.592	0.266796875	104910	73579602	11.04	73486950	11.01	99.87	47.63	35094	57558	HG	1.35111111111111
12	1241701164	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701164)	BINNER	METABAT2	4.8	0.08	826.9	66.152	0.22939453125	104878	55385114	8.31	55354362	8.29	99.94	42.62	22482	8270	HG	1.28
13	1241701165	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701165)	BINNER	METABAT2	10.5	0.175	814.9	142.6075	0.309375	104883	67287766	10.09	65539090	9.82	97.4	46.35	28452	1720224	HG	2.8
14	1241701167	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701167)	BINNER	METABAT2	4.38333333333333	0.0730555555555556	799	58.3713888888889	0.22607421875	104866	53087786	7.96	52932964	7.93	99.71	44.16	21734	133088	HG	1.16888888888889
15	1241701169	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701169)	BINNER	METABAT2	0.65	0.0108333333333333	794.5	8.60708333333333	0.10849609375	104854	44462564	6.67	43913682	6.58	98.77	45.19	9770	539112	HG	0.173333333333333
16	1241701170	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701170)	BINNER	METABAT2	0.0666666666666667	0.00111111111111111	783.1	0.870111111111111	0.10498046875	104876	63809150	9.57	63395098	9.5	99.35	44.83	23116	390936	HG	0.0177777777777778
17	1241701171	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701171)	BINNER	METABAT2	3.56666666666667	0.0594444444444444	822	48.8633333333333	0.183203125	104905	55091832	8.26	54881060	8.23	99.62	44.69	15740	195032	HG	0.951111111111111
18	1241701172	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701172)	BINNER	METABAT2	1.2	0.02	787.6	15.752	0.1380859375	104903	48451912	7.27	48420380	7.26	99.93	43.57	26118	5414	HG	0.32
19	1241701175	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701175)	BINNER	METABAT2	4.16666666666667	0.0694444444444444	840	58.3333333333333	0.19794921875	104907	46510450	6.98	46148584	6.92	99.22	43.16	12654	349212	HG	1.11111111111111
20	1241701178	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1241701178)	BINNER	METABAT2	0.0166666666666667	0.000277777777777778	800	0.222222222222222	0.07041015625	104896	49385610	7.41	49356708	7.4	99.94	44.07	18414	10488	HG	0.00444444444444444
21	1251801001	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1251801001)	BINNER	METABAT2	4.65	0.0775	810.5	62.81375	0.23935546875	105178	73287852	10.99	73233964	10.98	99.93	44.96	36206	17682	HG	1.24
22	1251801002	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1251801002)	BINNER	METABAT2	2.6	0.0433333333333333	815.8	35.3513333333333	0.2068359375	106470	115220754	17.28	114617882	17.18	99.48	43.84	58230	544642	HG	0.693333333333333
23	1251801003	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1251801003)	BINNER	METABAT2	1.13333333333333	0.0188888888888889	803.5	15.1772222222222	0.1298828125	106638	47345832	7.1	47305154	7.09	99.91	43.18	21562	19116	HG	0.302222222222222
24	1251801021	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1251801021)	BINNER	METABAT2	6.41666666666667	0.106944444444444	830.4	88.8066666666667	0.290625	105185	89931344	13.49	89871442	13.47	99.93	45.51	53402	6500	HG	1.71111111111111
25	1251801022	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1251801022)	BINNER	METABAT2	2.15	0.0358333333333333	625.4	22.4101666666667	0.13466796875	105148	40386366	6.06	40362086	6.05	99.94	43.6	15128	9152	HG	0.573333333333333
26	1251801023	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1251801023)	BINNER	METABAT2	2.31666666666667	0.0386111111111111	800.1	30.89275	0.17236328125	105162	50009704	7.5	49914470	7.48	99.81	44.67	25452	69782	HG	0.617777777777778
27	1251801024	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1251801024)	BINNER	METABAT2	1.68333333333333	0.0280555555555556	833	23.3702777777778	0.1513671875	105093	36193138	5.43	36158614	5.42	99.9	46.09	18442	16082	HG	0.448888888888889
28	1251801025	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (1251801025)	BINNER	METABAT2	3.3	0.055	814.1	44.7755	0.19990234375	105168	52948888	7.94	52915172	7.93	99.94	45.12	28368	5348	HG	0.88
29	L4_102_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L4_102_000M1)	BINNER	METABAT2	9.21666666666667	0.153611111111111	837.2	128.603222222222	0.4025390625	105530	79363968	11.8	78573212	11.72	99	47.74	790658	98	Lou_HG	2.45777777777778
30	L4_171_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L4_171_000M1)	BINNER	METABAT2	6.35	0.105833333333333	834.6	88.3285	0.32607421875	105521	80167552	11.94	79326746	11.86	98.95	47.32	840722	84	Lou_HG	1.69333333333333
31	L4_174_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L4_174_000M1)	BINNER	METABAT2	6.35	0.105833333333333	827.9	87.6194166666667	0.31494140625	105479	66485270	9.9	65770486	9.83	98.92	50.99	714706	78	Lou_HG	1.69333333333333
32	L5_022_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_022_000M1)	BINNER	METABAT2	4.71666666666667	0.0786111111111111	827.8	65.0742777777778	0.29970703125	105559	91679878	13.6	90281856	13.46	98.48	46.18	1397876	146	Lou_HG	1.25777777777778
33	L5_038_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_038_000M1)	BINNER	METABAT2	13.0666666666667	0.217777777777778	764.8	166.556444444444	0.35791015625	105590	80346560	11.93	79176672	11.82	98.54	48.02	1169732	156	Lou_HG	3.48444444444444
34	L5_047_1096G1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_047_1096G1)	BINNER	METABAT2	11.35	0.189166666666667	782.1	147.94725	0.3728515625	105628	105350914	15.63	103453088	15.45	98.2	49.82	1896474	1352	Lou_HG	3.02666666666667
35	L5_079_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_079_000M1)	BINNER	METABAT2	9.18333333333333	0.153055555555556	838.1	128.275861111111	0.38046875	105603	100637008	14.94	99092950	14.79	98.47	47.27	1542858	1200	Lou_HG	2.44888888888889
36	L5_079_1094G1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_079_1094G1)	BINNER	METABAT2	5.15	0.0858333333333333	846.8	72.6836666666667	0.287890625	105569	81088356	12.01	79751178	11.89	98.35	48.11	1336968	210	Lou_HG	1.37333333333333
37	L5_082_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_082_000M1)	BINNER	METABAT2	5.76666666666667	0.0961111111111111	832.3	79.9932777777778	0.31103515625	105513	82974530	12.28	81020522	12.09	97.65	49.81	1948658	5350	Lou_HG	1.53777777777778
38	L5_082_1015G1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_082_1015G1)	BINNER	METABAT2	8.13333333333333	0.135555555555556	795.8	107.875111111111	0.35771484375	105681	96809314	14.35	95173228	14.2	98.31	45.42	1635880	206	Lou_HG	2.16888888888889
39	L5_082_1096G1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_082_1096G1)	BINNER	METABAT2	11.3	0.188333333333333	784	147.653333333333	0.3630859375	105622	85408592	12.66	83810816	12.51	98.13	46.5	1597588	188	Lou_HG	3.01333333333333
40	L5_098_907G1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_098_907G1)	BINNER	METABAT2	7.1	0.118333333333333	826.5	97.8025	0.322265625	105581	77714732	11.52	76277682	11.38	98.15	49.34	1436870	180	Lou_HG	1.89333333333333
41	L5_101_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_101_000M1)	BINNER	METABAT2	5.91666666666667	0.0986111111111111	826.8	81.5316666666667	0.34296875	105589	94522050	14.04	93118638	13.91	98.52	45.56	1403262	150	Lou_HG	1.57777777777778
42	L5_102_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_102_000M1)	BINNER	METABAT2	7.41666666666667	0.123611111111111	1196.3	147.875972222222	0.396875	105577	84792930	12.55	83480160	12.43	98.45	45.98	1312446	324	Lou_HG	1.97777777777778
43	L5_121_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_121_000M1)	BINNER	METABAT2	5.8	0.0966666666666667	840.6	81.258	0.30673828125	105571	79383838	11.68	78022702	11.56	98.29	48.26	1360140	996	Lou_HG	1.54666666666667
44	L5_144_000M1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_144_000M1)	BINNER	METABAT2	13.6	0.226666666666667	784.6	177.842666666667	0.33046875	105575	69096426	10.21	67815912	10.09	98.15	46.59	1280342	172	Lou_HG	3.62666666666667
45	L5_144_1092G1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_144_1092G1)	BINNER	METABAT2	10.95	0.1825	828.8	151.256	0.32109375	105633	67195394	9.95	65785566	9.81	97.9	49.67	1409602	226	Lou_HG	2.92
46	L5_144_915G1	NFCORE_METASSEMBLY:METASSEMBLY:BINNER:METABAT2 (L5_144_915G1)	BINNER	METABAT2	8.38333333333333	0.139722222222222	840.6	117.4505	0.3412109375	105668	84562104	12.52	82778186	12.35	97.89	48.84	1783164	754	Lou_HG	2.23555555555556
