sampleID	task	realtime_M	cpu	peak_rss_G
mg_sample_8	COMEBin	77.93333333333334	80.5875	13.9
mg_sample_2	CONCOCT	5.033333333333333	41.00625	0.234375
mg_sample_2	SemiBin2	6.916666666666667	22.8125	12.6
mg_sample_6	SemiBin2	8.8	33.1	26.6
mg_sample_22	MetaBAT2	7.033333333333333	48.7875	0.2826171875
mg_sample_5	MetaBAT2	3.5166666666666666	50.10625	0.17177734375
mg_sample_20	CONCOCT	23.2	82.06875	0.2833984375
mg_sample_18	binny	213.46666666666667	3.91875	0.99150390625
mg_sample_5	SemiBin2	8.5	31.8	24.8
mg_sample_19	CONCOCT	32.18333333333333	82.71875	0.4228515625
mg_sample_22	SemiBin2	11.916666666666666	34.4	39.2
mg_sample_7	MetaBAT2	1.55	52.24375	0.135546875
mg_sample_8	MetaBAT2	0.03333333333333333	53.4	0.09755859375
mg_sample_5	CONCOCT	12.15	70.59375	0.2798828125
mg_sample_9	MetaBAT2	1.6333333333333333	50.775	0.13857421875
mg_sample_8	CONCOCT	4.75	41.70625	0.244140625
mg_sample_8	SemiBin2	5.4	22.175	10.0
mg_sample_7	SemiBin2	6.9	25.95625	14.6
mg_sample_7	COMEBin	102.38333333333334	80.6125	14.1
mg_sample_14	CONCOCT	49.05	86.54375	0.424609375
mg_sample_9	SemiBin2	7.0	24.7625	14.6
mg_sample_9	CONCOCT	11.216666666666667	67.725	0.22978515625
mg_sample_7	CONCOCT	13.716666666666667	70.9625	0.26181640625
mg_sample_17	COMEBin	244.43333333333334	86.3375	14.6
mg_sample_6	CONCOCT	36.4	86.0875	0.3638671875
mg_sample_22	CONCOCT	37.916666666666664	84.75625	0.3759765625
mg_sample_9	COMEBin	103.86666666666666	81.9625	14.2
mg_sample_6	COMEBin	179.95	85.8375	14.4
mg_sample_22	COMEBin	191.91666666666666	83.375	14.6
mg_sample_19	COMEBin	252.01666666666668	86.375	14.7
mg_sample_21	binny	291.3333333333333	4.24375	1.1
mg_sample_2	binny	270.8333333333333	4.3125	1.1
mg_sample_8	binny	228.93333333333334	4.08125	1.1
mg_sample_7	binny	309.05	4.53125	1.3
mg_sample_1	binny	409.4	3.0875	1.2
mg_sample_20	binny	397.4166666666667	4.61875	1.5
mg_sample_12	binny	586.0333333333333	4.85625	1.9
mg_sample_9	binny	304.4166666666667	4.46875	1.3
mg_sample_11	binny	627.3333333333334	4.66875	1.8
mg_sample_6	binny	433.43333333333334	4.84375	1.7
mg_sample_15	binny	610.2666666666667	4.95625	2.0
mg_sample_17	binny	588.3833333333333	4.9625	2.0
mg_sample_14	binny	632.15	5.125	2.2
mg_sample_5	binny	574.9166666666666	3.55625	1.6
mg_sample_22	binny	621.2333333333333	5.10625	2.0
mg_sample_19	binny	545.6	5.0375	2.1
p_sample_11	MaxBin2	21.133333333333333	48.675	2.9
p_sample_10	MaxBin2	24.383333333333333	42.13125	3.0
p_sample_12	MaxBin2	22.616666666666667	48.9125	3.0
p_sample_0	MaxBin2	27.35	38.7125	3.0
p_sample_14	MaxBin2	19.966666666666665	49.5875	0.54404296875
p_sample_13	MaxBin2	22.366666666666667	44.45625	0.81103515625
p_sample_15	MaxBin2	22.85	43.85	3.0
p_sample_16	MaxBin2	23.266666666666666	46.4375	0.658203125
p_sample_19	MaxBin2	25.85	41.3	2.9
p_sample_2	MaxBin2	24.566666666666666	41.8875	2.9
p_sample_17	MaxBin2	23.283333333333335	43.075	3.0
p_sample_18	MaxBin2	23.95	42.6875	3.1
p_sample_1	MaxBin2	22.3	42.4875	3.1
p_sample_3	MaxBin2	25.883333333333333	38.525	3.2
p_sample_4	MaxBin2	23.166666666666668	41.35625	3.1
p_sample_5	MaxBin2	24.633333333333333	40.75625	3.0
p_sample_6	MaxBin2	22.483333333333334	43.28125	3.1
p_sample_7	MaxBin2	24.083333333333332	42.875	3.1
p_sample_8	MaxBin2	20.116666666666667	48.5875	3.1
p_sample_9	MaxBin2	21.1	46.51875	3.0
p_sample_0	MetaBAT2	3.9166666666666665	54.7	0.304296875
p_sample_10	MetaBAT2	1.55	54.50625	0.20205078125
p_sample_0	SemiBin2	12.466666666666667	35.18125	35.8
p_sample_10	CONCOCT	9.733333333333333	64.71875	0.33955078125
p_sample_11	MetaBAT2	1.3166666666666667	54.09375	0.20224609375
p_sample_10	SemiBin2	10.1	30.58125	23.2
p_sample_0	CONCOCT	15.65	71.35625	0.42333984375
p_sample_11	SemiBin2	9.45	32.725	18.1
p_sample_11	CONCOCT	10.6	65.53125	0.34912109375
p_sample_12	MetaBAT2	1.1666666666666667	54.18125	0.200390625
p_sample_14	CONCOCT	7.183333333333334	51.41875	0.30234375
p_sample_14	SemiBin2	8.783333333333333	33.975	18.6
p_sample_12	SemiBin2	10.05	33.9625	20.5
p_sample_14	MetaBAT2	1.1166666666666667	49.79375	0.18583984375
p_sample_13	MetaBAT2	1.5166666666666666	54.0625	0.23896484375
p_sample_12	CONCOCT	16.283333333333335	71.89375	0.35556640625
p_sample_13	SemiBin2	10.816666666666666	33.74375	19.7
p_sample_13	CONCOCT	13.7	72.0875	0.3580078125
p_sample_15	MetaBAT2	1.9333333333333333	48.875	0.23408203125
p_sample_15	CONCOCT	11.45	66.9875	0.3662109375
p_sample_16	MetaBAT2	1.9666666666666668	49.73125	0.24404296875
p_sample_15	SemiBin2	10.266666666666667	33.38125	24.5
p_sample_16	CONCOCT	9.033333333333333	60.9875	0.37353515625
p_sample_19	MetaBAT2	1.9166666666666665	50.33125	0.22119140625
p_sample_2	MetaBAT2	3.3	49.8625	0.26484375
p_sample_16	SemiBin2	10.933333333333334	34.84375	23.0
p_sample_0	MetaBinner	59.5	45.95	3.3
p_sample_19	SemiBin2	10.666666666666666	32.825	22.6
p_sample_14	MetaBinner	42.56666666666667	40.7625	3.0
p_sample_10	MetaBinner	60.95	37.0875	3.7
p_sample_2	SemiBin2	11.283333333333333	34.375	28.8
p_sample_17	MetaBAT2	1.3666666666666667	51.66875	0.23369140625
p_sample_19	CONCOCT	19.833333333333332	77.68125	0.3736328125
p_sample_18	MetaBAT2	1.9	56.125	0.26513671875
p_sample_17	SemiBin2	11.166666666666666	36.5125	16.5
p_sample_17	CONCOCT	14.083333333333334	65.53125	0.3015625
p_sample_1	MetaBAT2	2.066666666666667	49.2375	0.22490234375
p_sample_11	MetaBinner	64.71666666666667	35.7875	3.7
p_sample_3	MetaBAT2	2.45	48.51875	0.2396484375
p_sample_12	MetaBinner	61.416666666666664	37.325	3.7
p_sample_2	CONCOCT	26.766666666666666	83.125	0.334765625
p_sample_18	CONCOCT	11.65	66.4125	0.3763671875
p_sample_18	SemiBin2	11.3	34.86875	27.4
p_sample_1	SemiBin2	10.316666666666666	32.71875	21.1
p_sample_5	MetaBAT2	4.016666666666667	53.56875	0.26728515625
p_sample_4	MetaBAT2	2.6833333333333336	51.9625	0.24892578125
p_sample_3	CONCOCT	14.7	70.9125	0.33271484375
p_sample_3	SemiBin2	11.35	33.21875	21.9
p_sample_5	SemiBin2	10.733333333333333	31.9375	39.0
p_sample_19	MetaBinner	48.53333333333333	45.2	3.7
p_sample_6	MetaBAT2	1.5166666666666666	51.65625	0.23525390625
p_sample_16	MetaBinner	50.65	50.025	3.0
p_sample_4	SemiBin2	10.983333333333333	29.54375	26.3
p_sample_5	CONCOCT	16.9	75.175	0.408984375
p_sample_13	MetaBinner	66.48333333333333	39.2375	3.0
p_sample_4	CONCOCT	14.616666666666667	70.4125	0.38583984375
p_sample_1	CONCOCT	27.066666666666666	82.43125	0.3478515625
p_sample_15	MetaBinner	59.1	40.3375	3.7
p_sample_7	MetaBAT2	2.4166666666666665	50.94375	0.2455078125
p_sample_8	MetaBAT2	0.05	52.48125	0.19482421875
p_sample_6	SemiBin2	10.65	34.80625	18.8
p_sample_6	CONCOCT	13.7	70.9125	0.30068359375
p_sample_2	MetaBinner	48.31666666666667	54.775	3.0
p_sample_7	SemiBin2	11.116666666666667	32.3	25.2
p_sample_8	CONCOCT	8.883333333333333	60.225	0.3291015625
p_sample_8	SemiBin2	9.166666666666666	33.0875	19.2
p_sample_7	CONCOCT	17.0	75.5625	0.31708984375
p_sample_9	SemiBin2	9.95	33.0875	16.3
p_sample_17	MetaBinner	56.28333333333333	45.5625	3.5
p_sample_9	CONCOCT	15.833333333333334	74.21875	0.33740234375
p_sample_9	MetaBAT2	1.3666666666666667	50.6375	0.205078125
p_sample_1	MetaBinner	54.266666666666666	40.575	3.4
p_sample_3	MetaBinner	49.733333333333334	47.8375	3.1
p_sample_18	MetaBinner	66.48333333333333	40.625	3.7
p_sample_4	MetaBinner	45.5	51.7125	3.0
p_sample_5	MetaBinner	57.266666666666666	41.85	3.8
p_sample_8	MetaBinner	49.43333333333333	38.9625	3.1
p_sample_7	MetaBinner	53.38333333333333	44.7625	3.8
p_sample_6	MetaBinner	56.71666666666667	45.75	3.8
p_sample_12	COMEBin	132.8	79.45	14.2
p_sample_9	MetaBinner	58.2	38.5	3.0
p_sample_10	COMEBin	168.9	83.675	14.3
p_sample_11	COMEBin	172.5	83.925	14.2
p_sample_13	COMEBin	156.65	80.9	14.4
p_sample_15	COMEBin	154.43333333333334	79.95	14.4
p_sample_14	COMEBin	179.36666666666667	85.5375	14.1
p_sample_19	COMEBin	159.91666666666666	81.7125	14.5
p_sample_17	COMEBin	154.15	81.15	14.2
p_sample_18	COMEBin	156.56666666666666	80.0875	14.4
p_sample_2	COMEBin	167.38333333333333	81.9	14.4
p_sample_16	COMEBin	189.21666666666667	85.3625	14.5
p_sample_3	COMEBin	157.66666666666666	82.7125	14.3
p_sample_9	COMEBin	148.83333333333334	81.95	14.2
p_sample_7	COMEBin	168.28333333333333	83.725	14.4
p_sample_1	COMEBin	199.26666666666668	86.7	14.4
p_sample_8	COMEBin	165.66666666666666	81.8	14.1
p_sample_6	COMEBin	206.11666666666667	84.6125	14.3
p_sample_4	COMEBin	226.75	85.1	14.3
p_sample_0	COMEBin	320.9166666666667	88.275	14.5
p_sample_5	COMEBin	246.48333333333332	86.5625	14.6
p_sample_14	binny	403.9	4.6625	1.4
p_sample_11	binny	436.8	4.96875	2.4
p_sample_12	binny	492.8333333333333	4.84375	1.4
p_sample_15	binny	481.6666666666667	4.83125	1.7
p_sample_13	binny	519.3	4.95	1.6
p_sample_9	binny	477.71666666666664	4.94375	1.5
p_sample_4	binny	499.15	4.99375	1.8
p_sample_16	binny	543.3833333333333	4.85625	1.8
p_sample_19	binny	538.9666666666667	5.0375	1.7
p_sample_5	binny	508.53333333333336	5.04375	2.1
p_sample_17	binny	532.2833333333333	4.93125	1.5
p_sample_6	binny	510.5833333333333	5.03125	1.5
p_sample_2	binny	552.7333333333333	4.96875	1.8
p_sample_0	binny	626.8333333333334	5.15	2.2
p_sample_10	binny	658.5166666666667	3.4875	1.6
p_sample_1	binny	642.15	3.6125	1.6
p_sample_8	binny	612.5166666666667	3.58125	1.3
p_sample_3	binny	672.8	3.75625	1.5
p_sample_7	binny	545.5166666666667	5.03125	1.7
p_sample_18	binny	552.8666666666667	5.09375	1.7
s_sample_12	MaxBin2	23.266666666666666	42.68125	0.44755859375
s_sample_11	MaxBin2	27.083333333333332	41.9	0.57744140625
s_sample_14	MaxBin2	22.816666666666666	41.33125	0.39970703125
s_sample_12	MetaBAT2	2.3666666666666667	56.45625	0.16162109375
s_sample_25	MaxBin2	18.116666666666667	46.03125	0.649609375
s_sample_28	MaxBin2	12.266666666666667	52.4125	0.5828125
s_sample_11	MetaBAT2	1.8666666666666667	56.95625	0.18447265625
s_sample_12	SemiBin2	6.85	28.425	28.0
s_sample_14	MetaBAT2	1.9333333333333333	56.29375	0.1666015625
s_sample_15	MetaBAT2	2.783333333333333	56.2	0.21962890625
s_sample_26	MaxBin2	24.166666666666668	43.56875	0.4537109375
s_sample_21	MaxBin2	12.233333333333333	60.94375	0.38896484375
s_sample_13	MetaBAT2	2.25	59.14375	0.2033203125
s_sample_11	SemiBin2	7.866666666666667	33.875	26.5
s_sample_16	MaxBin2	25.7	41.66875	0.75126953125
s_sample_14	SemiBin2	6.5	33.50625	23.0
s_sample_25	MetaBAT2	0.05	57.74375	0.12236328125
s_sample_17	MaxBin2	20.766666666666666	46.06875	0.42705078125
s_sample_18	MaxBin2	16.966666666666665	48.575	0.3609375
s_sample_19	MaxBin2	16.516666666666666	48.44375	0.45322265625
s_sample_15	MaxBin2	32.45	38.85625	0.8099609375
s_sample_29	MaxBin2	21.233333333333334	47.4875	0.43828125
s_sample_26	MetaBAT2	2.033333333333333	56.5375	0.16943359375
s_sample_13	MaxBin2	33.4	40.15	0.45537109375
s_sample_28	MetaBAT2	0.1	55.61875	0.08671875
s_sample_10	MaxBin2	27.966666666666665	36.95625	0.6818359375
s_sample_25	SemiBin2	5.916666666666667	30.95625	15.4
s_sample_10	MetaBAT2	2.9166666666666665	52.83125	0.2044921875
s_sample_16	MetaBAT2	2.6833333333333336	56.7875	0.18994140625
s_sample_15	SemiBin2	8.533333333333333	33.825	36.6
s_sample_13	SemiBin2	7.6	32.4	37.1
s_sample_23	MaxBin2	18.666666666666668	41.38125	0.40986328125
s_sample_24	MaxBin2	18.55	48.2125	0.63662109375
s_sample_25	CONCOCT	8.45	68.6	0.31728515625
s_sample_27	MetaBAT2	3.2	51.4125	0.20244140625
s_sample_11	CONCOCT	16.1	76.48125	0.3673828125
s_sample_26	SemiBin2	6.683333333333334	31.2	28.1
s_sample_10	SemiBin2	7.55	35.50625	27.9
s_sample_16	SemiBin2	6.65	34.84375	29.6
s_sample_28	SemiBin2	4.816666666666666	28.50625	10.8
s_sample_18	SemiBin2	5.6	29.86875	15.3
s_sample_28	CONCOCT	7.75	69.025	0.25126953125
s_sample_27	MaxBin2	29.016666666666666	41.3	0.592578125
s_sample_22	MaxBin2	22.9	48.2125	0.66123046875
s_sample_27	SemiBin2	7.383333333333334	33.56875	32.7
s_sample_14	CONCOCT	19.133333333333333	82.8	0.320703125
s_sample_18	CONCOCT	13.283333333333333	79.76875	0.28701171875
s_sample_12	CONCOCT	28.85	80.74375	0.339453125
s_sample_20	MaxBin2	32.43333333333333	42.00625	0.43232421875
s_sample_18	MetaBAT2	0.1	56.49375	0.11748046875
s_sample_26	CONCOCT	24.416666666666668	84.025	0.35615234375
s_sample_15	CONCOCT	31.066666666666666	84.23125	0.3890625
s_sample_14	MetaBinner	40.083333333333336	43.1	2.0
s_sample_10	CONCOCT	36.333333333333336	82.36875	0.3720703125
s_sample_13	CONCOCT	39.9	88.3875	0.3921875
s_sample_28	MetaBinner	34.483333333333334	24.2	2.0
s_sample_12	MetaBinner	47.86666666666667	39.0125	2.0
s_sample_16	CONCOCT	40.18333333333333	88.6	0.3455078125
s_sample_11	MetaBinner	50.666666666666664	38.475	2.6
s_sample_13	MetaBinner	49.61666666666667	48.5125	2.2
s_sample_25	MetaBinner	48.916666666666664	28.875	1.8
s_sample_27	CONCOCT	43.43333333333333	84.5625	0.37548828125
s_sample_26	MetaBinner	48.86666666666667	38.6625	2.1
s_sample_16	MetaBinner	50.63333333333333	37.8875	2.2
s_sample_18	MetaBinner	42.15	32.95	2.2
s_sample_10	MetaBinner	55.233333333333334	39.975	2.2
s_sample_27	MetaBinner	50.03333333333333	42.225	2.5
s_sample_15	MetaBinner	59.0	43.0125	2.2
s_sample_17	MetaBinner	42.61666666666667	35.25	2.4
s_sample_19	MetaBinner	32.93333333333333	38.25	2.1
s_sample_17	MetaBAT2	1.55	54.825	0.1486328125
s_sample_21	MetaBinner	26.083333333333332	28.125	1.8
s_sample_28	COMEBin	82.56666666666666	83.0375	14.1
s_sample_29	MetaBinner	43.28333333333333	34.875	2.0
s_sample_17	CONCOCT	18.416666666666668	84.3875	0.3123046875
s_sample_17	SemiBin2	6.433333333333334	30.3125	20.0
s_sample_29	SemiBin2	5.716666666666667	33.26875	21.0
s_sample_29	MetaBAT2	1.4333333333333333	54.0875	0.140625
s_sample_19	MetaBAT2	0.03333333333333333	58.08125	0.11572265625
s_sample_23	MetaBinner	48.06666666666667	32.3875	2.1
s_sample_21	MetaBAT2	0.08333333333333333	52.81875	0.07548828125
s_sample_29	CONCOCT	16.216666666666665	80.875	0.3115234375
s_sample_24	MetaBAT2	0.13333333333333333	50.86875	0.12958984375
s_sample_23	MetaBAT2	1.8	56.325	0.14423828125
s_sample_21	SemiBin2	4.133333333333334	30.54375	10.3
s_sample_21	CONCOCT	4.2	51.13125	0.24541015625
s_sample_19	SemiBin2	5.233333333333333	32.5375	13.1
s_sample_19	CONCOCT	8.25	68.68125	0.28916015625
s_sample_22	MetaBAT2	2.783333333333333	49.95	0.18720703125
s_sample_23	SemiBin2	5.6	30.95625	25.9
s_sample_20	MetaBAT2	3.183333333333333	52.2875	0.1775390625
s_sample_24	SemiBin2	6.0	31.58125	13.5
s_sample_22	SemiBin2	6.883333333333333	35.1625	27.3
s_sample_20	SemiBin2	7.3	30.73125	33.0
s_sample_24	CONCOCT	12.783333333333333	77.3875	0.28681640625
s_sample_22	CONCOCT	19.8	81.6	0.35205078125
s_sample_23	CONCOCT	30.05	85.90625	0.343359375
s_sample_25	COMEBin	172.98333333333332	88.8625	14.2
s_sample_20	CONCOCT	31.516666666666666	87.4	0.37578125
s_sample_21	COMEBin	89.11666666666666	81.875	14.0
s_sample_24	MetaBinner	38.68333333333333	33.3	2.0
s_sample_18	COMEBin	174.66666666666666	88.725	14.3
s_sample_22	MetaBinner	43.75	41.6625	2.4
s_sample_20	MetaBinner	55.61666666666667	39.925	2.3
s_sample_19	COMEBin	149.98333333333332	88.5375	14.2
s_sample_14	COMEBin	225.95	90.175	14.4
s_sample_17	COMEBin	212.96666666666667	90.1	14.4
s_sample_29	COMEBin	207.25	90.0625	14.3
s_sample_11	COMEBin	278.1166666666667	91.025	14.4
s_sample_28	binny	271.15	4.53125	1.2
s_sample_16	COMEBin	285.3	92.0	14.5
s_sample_26	COMEBin	293.1166666666667	93.1125	14.4
s_sample_12	COMEBin	306.75	91.4625	14.5
s_sample_27	COMEBin	314.23333333333335	91.7375	14.5
s_sample_15	COMEBin	327.21666666666664	92.3375	14.8
s_sample_10	COMEBin	326.93333333333334	92.95	14.6
s_sample_21	binny	263.51666666666665	4.4125	1.1
s_sample_24	COMEBin	215.0	91.6	14.2
s_sample_18	binny	341.5833333333333	4.53125	1.5
s_sample_23	COMEBin	272.31666666666666	92.8625	14.4
s_sample_25	binny	360.9166666666667	4.65	1.5
s_sample_19	binny	352.81666666666666	4.5125	1.3
s_sample_13	COMEBin	414.8	95.0	14.7
s_sample_17	binny	391.6666666666667	4.49375	1.6
s_sample_29	binny	390.53333333333336	4.48125	1.6
s_sample_26	binny	445.6166666666667	4.7	1.8
s_sample_20	COMEBin	314.06666666666666	92.9625	14.6
s_sample_23	binny	378.55	4.6125	1.8
s_sample_14	binny	470.01666666666665	4.74375	1.8
s_sample_11	binny	483.7	4.875	1.9
s_sample_16	binny	480.18333333333334	4.6375	2.0
s_sample_22	COMEBin	352.43333333333334	92.125	14.5
s_sample_27	binny	501.4166666666667	4.88125	2.0
s_sample_13	binny	535.2833333333333	4.94375	2.3
s_sample_10	binny	534.75	4.98125	2.1
s_sample_15	binny	563.7166666666667	4.825	2.2
s_sample_20	binny	494.0	4.68125	2.1
s_sample_22	binny	498.75	4.625	1.8
s_sample_24	binny	516.0166666666667	3.2625	1.4
s_sample_12	binny	665.4833333333333	3.30625	2.0
